"org_id","app","name","website","segment","contact_route","route_type","personalisation_facts","stage","last_action_at","next_action_at","thread_ref","notes"
"boma-international-b350f3","certly","BOMA International","https://www.boma.org","industry association","https://boma.org/contact-us/","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.boma.org"
"builders-exchange-of-michigan-253d47","certly","Builders Exchange of Michigan","https://home.grbx.com","builders exchange / plan room","https://home.grbx.com/contact-us/","form","{""city"": ""Grand Rapids"", ""location"": ""Grand Rapids, Michigan"", ""segment"": ""builders exchange / plan room"", ""state"": ""MI""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://home.grbx.com"
"buildium-1b8d7e","certly","Buildium","https://www.buildium.com","PM software vendor","https://www.buildium.com/maintenance-contact-center/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.buildium.com"
"buildxact-aaae2f","certly","Buildxact","https://www.buildxact.com/us","construction ERP / PM software","https://www.buildxact.com/us/company/contact-us/","form","{""city"": ""Melbourne, AU"", ""location"": ""Melbourne, AU"", ""segment"": ""construction ERP / PM software""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.buildxact.com/us"
"bxnet-959719","certly","BXNet","https://bxnet.org","builders exchange / plan room","https://bxnet.org/Contact-Us","form","{""city"": ""United States"", ""location"": ""United States"", ""segment"": ""builders exchange / plan room""}","new","","","","address the executive director; phase-3 confidence: verified; source: https://bxnet.org"
"california-apartment-association-223c0d","certly","California Apartment Association","https://caanet.org","industry association","https://caanet.org/contact-us/","form","{""location"": ""California"", ""segment"": ""industry association"", ""state"": ""CA""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://caanet.org"
"carolinas-agc-4d74d5","certly","Carolinas AGC","https://www.cagc.org","trade association","https://www.cagc.org/site/Create_Account/site/rise/Contacts/CreateAccount.aspx?hkey=a503399b-a804-4f10-9150-9e663720443e","form","{""city"": ""Charlotte"", ""location"": ""Charlotte, North Carolina"", ""segment"": ""trade association"", ""state"": ""NC""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://www.cagc.org"
"cbiz-3f15a4","certly","CBIZ","https://www.cbiz.com","construction CPA firm","https://www.cbiz.com/contact","form","{""city"": ""New York"", ""location"": ""New York, New York"", ""segment"": ""construction CPA firm"", ""state"": ""NY""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.cbiz.com"
"cgi-business-solutions-cf06ea","certly","CGI Business Solutions","https://cgibusinesssolutions.com","construction insurance broker / surety agency","https://cgibusinesssolutions.com/contact-us/","form","{""city"": ""Auburn"", ""location"": ""Auburn, New Hampshire"", ""segment"": ""construction insurance broker / surety agency"", ""state"": ""NH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/bonds-insurance-325080"
"chicagoland-apartment-association-eb072b","certly","Chicagoland Apartment Association","https://www.caapts.org","industry association","https://www.caapts.org/contact-us","form","{""city"": ""Chicago"", ""location"": ""Chicago, Illinois"", ""segment"": ""industry association"", ""state"": ""IL""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.caapts.org"
"cinc-systems-52237d","certly","CINC Systems","https://www.cincsystems.com","PM software vendor","https://cincsystems.com/contact-us?hsLang=en","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.cincsystems.com"
"cohnreznick-2ac028","certly","CohnReznick","https://www.cohnreznick.com","construction CPA firm","https://www.cohnreznick.com/contact-us","form","{""city"": ""New York"", ""location"": ""New York, New York"", ""segment"": ""construction CPA firm"", ""state"": ""NY""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.cohnreznick.com"
"community-association-underwriters-9c2cfc","certly","Community Association Underwriters","https://www.cauinsure.com","insurance agency / MGA","https://www.cauinsure.com/about-cau/contact-us/","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.cauinsure.com"
"community-associations-institute-662679","certly","Community Associations Institute","https://www.caionline.org","industry association","https://www.caionline.org","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: secondary; source: https://www.caionline.org"
"condo-control-f29e56","certly","Condo Control","https://www.condocontrolcentral.com","PM software vendor","https://www.condocontrolcentral.com/contact-us/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.condocontrolcentral.com"
"constructconnect-0fb858","certly","ConstructConnect","https://www.constructconnect.com","builders exchange / plan room","https://www.constructconnect.com/contact-us","form","{""city"": ""Cincinnati"", ""location"": ""Cincinnati, Ohio"", ""segment"": ""builders exchange / plan room"", ""state"": ""OH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.constructconnect.com"
"construction-financial-management-associ-ca2556","certly","Construction Financial Management Association","https://cfma.org","trade association","https://www.cfma.org/contact","form","{""city"": ""Princeton"", ""location"": ""Princeton, New Jersey"", ""segment"": ""trade association"", ""state"": ""NJ""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://cfma.org"
"construction-management-association-of-a-37da7b","certly","Construction Management Association of America","https://www.cmaanet.org","trade association","https://www.cmaanet.org/membership/mega-members/mega-member-points-contact","form","{""city"": ""McLean"", ""location"": ""McLean, Virginia"", ""segment"": ""trade association"", ""state"": ""VA""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://www.cmaanet.org"
"cross-insurance-group-6e4429","certly","Cross Insurance Group","https://www.crossagency.com","construction insurance broker / surety agency","https://www.crossagency.com/contact/","form","{""city"": ""Laconia"", ""location"": ""Laconia, New Hampshire"", ""segment"": ""construction insurance broker / surety agency"", ""state"": ""NH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/bonds-insurance-325080"
"deltek-computerease-cab0e7","certly","Deltek ComputerEase","https://www.deltek.com/industries/construction","construction ERP / PM software","https://www.deltek.com/contact-us/","form","{""city"": ""Herndon"", ""location"": ""Herndon, Virginia"", ""segment"": ""construction ERP / PM software"", ""state"": ""VA""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.deltek.com/industries/construction"
"design-build-institute-of-america-fa7777","certly","Design-Build Institute of America","https://dbia.org","trade association","https://dbia.org/contact-us/","form","{""city"": ""Washington"", ""location"": ""Washington, Washington, D.C."", ""segment"": ""trade association"", ""state"": ""DC""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://dbia.org"
"devine-millimet-attorneys-at-law-1444a4","certly","Devine Millimet Attorneys at Law","https://www.devinemillimet.com","construction law firm","https://www.devinemillimet.com/contact/","form","{""city"": ""Manchester"", ""location"": ""Manchester, New Hampshire"", ""segment"": ""construction law firm"", ""state"": ""NH""}","new","","","","address the head of marketing; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/attorneys-325073"
"dodge-construction-network-f0344f","certly","Dodge Construction Network","https://www.construction.com","builders exchange / plan room","https://www.construction.com/contact/","form","{""city"": ""Hamilton"", ""location"": ""Hamilton, New Jersey"", ""segment"": ""builders exchange / plan room"", ""state"": ""NJ""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.construction.com"
"doorgrow-f0f360","certly","DoorGrow","https://doorgrow.com","PM consultant / coach","https://doorgrow.com/contact/","form","{""segment"": ""PM consultant / coach""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://doorgrow.com"
"doorloop-eea94e","certly","DoorLoop","https://www.doorloop.com","PM software vendor","https://www.doorloop.com/contact","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.doorloop.com"
"entrata-8ad45e","certly","Entrata","https://www.entrata.com","PM software vendor","https://www.entrata.com","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.entrata.com"
"ez-repair-hotline-b62e52","certly","EZ Repair Hotline","https://www.ezrepairhotline.com","maintenance & vendor platform","https://www.ezrepairhotline.com","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.ezrepairhotline.com"
"fabyanske-westra-hart-thomson-b2faf8","certly","Fabyanske Westra Hart & Thomson","https://www.fwhtlaw.com","construction law firm","https://www.fwhtlaw.com/our-firm/contact-us","form","{""city"": ""Minneapolis"", ""location"": ""Minneapolis, Minnesota"", ""segment"": ""construction law firm"", ""state"": ""MN""}","new","","","","address the head of marketing; phase-3 confidence: verified; source: https://www.fwhtlaw.com"
"florida-apartment-association-1e2870","certly","Florida Apartment Association","https://www.faahq.org","industry association","https://www.faahq.org/contact-us","form","{""location"": ""Florida"", ""segment"": ""industry association"", ""state"": ""FL""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.faahq.org"
"foundation-software-7723f7","certly","Foundation Software","https://www.foundationsoft.com","construction ERP / PM software","https://www.foundationsoft.com/contact/","form","{""city"": ""Strongsville"", ""location"": ""Strongsville, Ohio"", ""segment"": ""construction ERP / PM software"", ""state"": ""OH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.foundationsoft.com"
"fourandhalf-cc4472","certly","Fourandhalf","https://www.fourandhalf.com","PM consultant / coach","https://fourandhalf.com/contact/","form","{""segment"": ""PM consultant / coach""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.fourandhalf.com"
"frontsteps-b5bcdf","certly","FRONTSTEPS","https://frontsteps.com","PM software vendor","https://kb.frontsteps.com/s/contactsupport","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://frontsteps.com"
"geekly-media-7f3778","certly","Geekly Media","https://www.geeklymedia.com","PM consultant / coach","https://www.geeklymedia.com/contact-us","form","{""segment"": ""PM consultant / coach""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.geeklymedia.com"
"happyco-f515f8","certly","HappyCo","https://happy.co","maintenance & vendor platform","https://happy.co","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://happy.co"
"hemlane-6241d7","certly","Hemlane","https://www.hemlane.com","PM software vendor","https://www.hemlane.com","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.hemlane.com"
"innago-b64c80","certly","Innago","https://innago.com","PM software vendor","https://innago.com","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://innago.com"
"irem-b364d7","certly","IREM","https://irem.org","industry association","https://irem.org","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: secondary; source: https://irem.org"
"kevin-davis-insurance-services-a3fba3","certly","Kevin Davis Insurance Services","https://www.kdisonline.com","insurance agency / MGA","https://www.kdisonline.com/contact-info/corporate-headquarters/","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.kdisonline.com"
"king-risk-partners-llc-ee123f","certly","King Risk Partners, LLC","https://www.king-insurance.com","construction insurance broker / surety agency","https://www.king-insurance.com/contact-us/","form","{""city"": ""Manchester"", ""location"": ""Manchester, New Hampshire"", ""segment"": ""construction insurance broker / surety agency"", ""state"": ""NH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/bonds-insurance-325080"
"latchel-e9cce7","certly","Latchel","https://www.latchel.com","maintenance & vendor platform","https://www.latchel.com","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.latchel.com"
"leadsimple-77ab3f","certly","LeadSimple","https://www.leadsimple.com","PM software vendor","https://www.leadsimple.com","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.leadsimple.com"
"lessen-99ee95","certly","Lessen","https://www.lessen.com","maintenance & vendor platform","https://www.lessen.com/contact/become-a-vendor","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.lessen.com"
"lula-7a5882","certly","Lula","https://www.lula.life","maintenance & vendor platform","https://www.lula.life","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.lula.life"
"manufactured-housing-institute-81ba4a","certly","Manufactured Housing Institute","https://www.manufacturedhousing.org","industry association","https://www.manufacturedhousing.org/about-mhi/contact/","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.manufacturedhousing.org"
"mcgowan-program-administrators-bed8f4","certly","McGowan Program Administrators","https://www.mcgowanprograms.com","insurance agency / MGA","https://www.mcgowanprograms.com/contact-us/","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.mcgowanprograms.com"
"mclane-middleton-0cc33b","certly","McLane Middleton","https://www.mclane.com","construction law firm","https://www.mclane.com/contact-us","form","{""city"": ""Manchester"", ""location"": ""Manchester, New Hampshire"", ""segment"": ""construction law firm"", ""state"": ""NH""}","new","","","","address the head of marketing; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/attorneys-325073"
"mechanical-contractors-association-of-am-36c7ef","certly","Mechanical Contractors Association of America","https://www.mcaa.org","trade association","https://www.mcaa.org/contact-us/","form","{""city"": ""Rockville"", ""location"": ""Rockville, Maryland"", ""segment"": ""trade association"", ""state"": ""MD""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://www.mcaa.org"
"memphis-builders-exchange-0a93d8","certly","Memphis Builders Exchange","https://memphisbx.com","builders exchange / plan room","https://memphisbx.com/contact/","form","{""city"": ""Memphis"", ""location"": ""Memphis, Tennessee"", ""segment"": ""builders exchange / plan room"", ""state"": ""TN""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://memphisbx.com"
"mezo-b00df1","certly","Mezo","https://www.mezo.io","maintenance & vendor platform","https://www.mezo.io","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.mezo.io"
"millennial-specialty-insurance-eb9b59","certly","Millennial Specialty Insurance","https://www.msimga.com","insurance agency / MGA","https://msimga.com/contact-us/","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.msimga.com"
"minico-insurance-agency-f5a38e","certly","MiniCo Insurance Agency","https://www.minicoins.com","insurance agency / MGA","https://www.minicoins.com","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.minicoins.com"
"mri-software-f2f32a","certly","MRI Software","https://www.mrisoftware.com","PM software vendor","https://www.mrisoftware.com/contact-support/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.mrisoftware.com"
"narpm-760a76","certly","NARPM","https://www.narpm.org","industry association","https://www.narpm.org/contact/","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.narpm.org"
"nathan-wechsler-company-p-a-414a7b","certly","Nathan Wechsler & Company, P.A.","https://www.nathanwechsler.com","construction CPA firm","https://www.nathanwechsler.com/contact-us/","form","{""city"": ""Concord"", ""location"": ""Concord, New Hampshire"", ""segment"": ""construction CPA firm"", ""state"": ""NH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/accounting-325075"
"national-apartment-association-60b818","certly","National Apartment Association","https://www.naahq.org","industry association","https://www.naahq.org/contact-us","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.naahq.org"
"national-association-of-women-in-constru-b9ba95","certly","National Association of Women in Construction","https://nawic.org","trade association","https://nawic.org/contact-us/","form","{""city"": ""Fort Worth"", ""location"": ""Fort Worth, Texas"", ""segment"": ""trade association"", ""state"": ""TX""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://nawic.org"
"national-multifamily-housing-council-872da8","certly","National Multifamily Housing Council","https://www.nmhc.org","industry association","https://www.nmhc.org/about/contact/","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.nmhc.org"
"nevada-state-apartment-association-9db214","certly","Nevada State Apartment Association","https://www.nvsaa.org","industry association","https://www.nvsaa.org/contact-us","form","{""location"": ""Nevada"", ""segment"": ""industry association"", ""state"": ""NV""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.nvsaa.org"
"nreig-dd489a","certly","NREIG","https://www.nreig.com","insurance agency / MGA","https://nreig.com/contact-us/","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.nreig.com"
"obie-43cb3e","certly","Obie","https://www.obierisk.com","insurance agency / MGA","https://www.obierisk.com/contact-us","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.obierisk.com"
"oregon-columbia-chapter-agc-014e93","certly","Oregon-Columbia Chapter AGC","https://www.agc-oregon.org","trade association","https://www.agc-oregon.org/contact/","form","{""city"": ""Wilsonville"", ""location"": ""Wilsonville, Oregon"", ""segment"": ""trade association"", ""state"": ""OR""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://www.agc-oregon.org"
"payhoa-0ae00f","certly","PayHOA","https://www.payhoa.com","PM software vendor","https://www.payhoa.com/contact/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.payhoa.com"
"peckar-abramson-0b40e6","certly","Peckar & Abramson","https://www.pecklaw.com","construction law firm","https://www.pecklaw.com/contact/","form","{""city"": ""River Edge"", ""location"": ""River Edge, New Jersey"", ""segment"": ""construction law firm"", ""state"": ""NJ""}","new","","","","address the head of marketing; phase-3 confidence: verified; source: https://www.pecklaw.com"
"pmw-property-manager-websites-fb138f","certly","PMW (Property Manager Websites)","https://propertymanagerwebsites.com","PM consultant / coach","https://support.propertymanagerwebsites.com/en/articles/16599847-how-to-contact-support","form","{""segment"": ""PM consultant / coach""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://propertymanagerwebsites.com"
"premier-construction-software-0943b8","certly","Premier Construction Software","https://premiercs.com","construction ERP / PM software","https://premiercs.com/contact","form","{""city"": ""Vancouver, BC"", ""location"": ""Vancouver, BC"", ""segment"": ""construction ERP / PM software""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://premiercs.com"
"property-meld-b7c935","certly","Property Meld","https://propertymeld.com","maintenance & vendor platform","https://propertymeld.com","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://propertymeld.com"
"propertyware-c94cb3","certly","Propertyware","https://www.propertyware.com","PM software vendor","https://www.propertyware.com/leasing-property-management-contact-center/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.propertyware.com"
"raken-019b39","certly","Raken","https://www.rakenapp.com","construction ERP / PM software","https://www.rakenapp.com/contact-sales","form","{""city"": ""Carlsbad"", ""location"": ""Carlsbad, California"", ""segment"": ""construction ERP / PM software"", ""state"": ""CA""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.rakenapp.com"
"re-leased-2a5863","certly","Re-Leased","https://www.re-leased.com","PM software vendor","https://www.re-leased.com/contact","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.re-leased.com"
"reliable-insurance-solutions-1b2cd2","certly","Reliable Insurance Solutions","https://reliableinssolutions.com","construction insurance broker / surety agency","https://reliableinssolutions.com/contact-us","form","{""city"": ""Bow"", ""location"": ""Bow, New Hampshire"", ""segment"": ""construction insurance broker / surety agency"", ""state"": ""NH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/bonds-insurance-325080"
"rent-manager-dae937","certly","Rent Manager","https://www.rentmanager.com","PM software vendor","https://www.rentmanager.com/contact-us/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.rentmanager.com"
"rental-housing-association-of-washington-4e0926","certly","Rental Housing Association of Washington","https://www.rhawa.org","industry association","https://www.rhawa.org/contact-us","form","{""location"": ""Washington"", ""segment"": ""industry association"", ""state"": ""WA""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.rhawa.org"
"rentcheck-1ec26e","certly","RentCheck","https://www.getrentcheck.com","maintenance & vendor platform","https://www.getrentcheck.com","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.getrentcheck.com"
"rentec-direct-9a261b","certly","Rentec Direct","https://www.rentecdirect.com","PM software vendor","https://www.rentecdirect.com/contact","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.rentecdirect.com"
"rently-76538e","certly","Rently","https://use.rently.com","maintenance & vendor platform","https://use.rently.com","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://use.rently.com"
"rentredi-289c30","certly","RentRedi","https://rentredi.com","PM software vendor","https://rentredi.com","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://rentredi.com"
"rentscale-710f61","certly","RentScale","https://www.rentscale.com","PM consultant / coach","https://www.rentscale.com","form","{""segment"": ""PM consultant / coach""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.rentscale.com"
"rentvine-301991","certly","Rentvine","https://www.rentvine.com","PM software vendor","https://help.rentvine.com/en/articles/16599516-how-to-contact-support","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.rentvine.com"
"resman-7fa4ee","certly","ResMan","https://myresman.com","PM software vendor","https://www.myresman.com/request-free-demo","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://myresman.com"
"second-nature-a3b482","certly","Second Nature","https://www.secondnature.com","maintenance & vendor platform","https://www.secondnature.com/contact","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.secondnature.com"
"self-storage-association-3b6ea9","certly","Self Storage Association","https://www.selfstorage.org","industry association","https://www.selfstorage.org/About-SSA","form","{""segment"": ""industry association""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.selfstorage.org"
