"org_id","app","name","website","segment","contact_route","route_type","personalisation_facts","stage","last_action_at","next_action_at","thread_ref","notes"
"a-a-development-group-llc-65075a","certly","A & A Development Group LLC","https://developmentgroup.com/","commercial GC","https://developmentgroup.com/about","form","{""city"": ""Palm Beach Gardens"", ""location"": ""Palm Beach Gardens, Florida"", ""segment"": ""commercial GC"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://developmentgroup.com/about; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"a-construction-group-inc-23cbc7","certly","A Construction Group INC","https://www.constructiongroup.com/","commercial GC","http://www.constructiongroup.com/about-us/","form","{""city"": ""West Hills"", ""location"": ""West Hills, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Endurance Assurance Corporation (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at http://www.constructiongroup.com/about-us/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"a-omega-termite-construction-corp-680b92","certly","A Omega Termite & Construction Corp","https://omega-homeservices.com/","commercial GC","https://omega-homeservices.com/contact-omega","form","{""city"": ""Irvine"", ""location"": ""Irvine, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Security National Insurance Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://omega-homeservices.com/contact-omega; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"a-b-contracting-co-inc-99e1c0","certly","A&B Contracting Co., Inc.","https://www.b-contracting.com/","commercial GC","https://www.b-contracting.com/about","form","{""city"": ""Mooresville"", ""location"": ""Mooresville, North Carolina"", ""segment"": ""commercial GC"", ""state"": ""NC""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.b-contracting.com/about; address the owner; phase-3 confidence: verified; source: https://portal.nclbgc.org/Public/Search"
"a-association-accounting-aa1c21","certly","A+ Association Accounting","https://www.hoaliving.com/aplus-hoa-management/","HOA / community association management","https://www.hoaliving.com/aplus-hoa-management/","form","{""city"": ""Salt Lake City"", ""location"": ""Salt Lake City, Utah"", ""segment"": ""HOA / community association management"", ""state"": ""UT""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/a-association-accounting/"
"a-l-s-properties-hart-custom-homes-302fb5","certly","A.L.S. Properties/Hart Custom Homes","https://www.harthomesflorida.com/","manufactured housing community operator","https://www.harthomesflorida.com/contact/","form","{""segment"": ""manufactured housing community operator"", ""size_signal_raw"": ""2,265 manufactured-home lots owned""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.harthomesflorida.com/contact/; address the director of operations; phase-3 confidence: secondary; source: https://www.mobilehomeuniversity.com/mhu-top-100-community-owners.php"
"a-w-h-building-home-improvement-inc-c87291","certly","A.w.h. Building & Home Improvement, Inc.","https://homeimprovement.net/","commercial GC","https://homeimprovement.net/about","form","{""city"": ""Palm Beach Gardens"", ""location"": ""Palm Beach Gardens, Florida"", ""segment"": ""commercial GC"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://homeimprovement.net/about; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"aaaa-self-storage-management-76ea12","certly","AAAA Self Storage Management","https://packedplanet.com/full-service-management/","self-storage operator","https://packedplanet.com/full-service-management/","form","{""location"": ""Virginia"", ""segment"": ""self-storage operator"", ""state"": ""VA""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/aaaa-self-storage"
"abaco-builders-inc-169035","certly","Abaco Builders INC","https://abacobuilders.com/","building contractor","https://abacobuilders.com/contact/","form","{""city"": ""Tequesta"", ""location"": ""Tequesta, Florida"", ""segment"": ""building contractor"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://abacobuilders.com/contact/; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"aberdeen-management-development-1371bc","certly","Aberdeen Management & Development","http://www.aberdeenmgmt.com/home.html","self-storage operator","http://www.aberdeenmgmt.com/home.html","form","{""location"": ""Arizona"", ""segment"": ""self-storage operator"", ""state"": ""AZ""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/aberdeen-management-and-development"
"ability-construction-inc-8dbaab","certly","Ability Construction INC","https://abilityconstruction.net/","building contractor","https://abilityconstruction.net/About.html","form","{""city"": ""Cape Coral"", ""location"": ""Cape Coral, Florida"", ""segment"": ""building contractor"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://abilityconstruction.net/About.html; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"ability-realty-ec4f41","certly","Ability Realty","https://tucsonrealestatebroker.com/","residential property management","https://tucsonrealestatebroker.com/contact-us/","form","{""city"": ""Tucson"", ""location"": ""Tucson, Arizona"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""AZ""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/arizona/tucson"
"abrahams-construction-inc-fcd001","certly","Abrahams Construction INC","https://abrahamsconstruction.com/","commercial GC","https://abrahamsconstruction.com/contact-us/","form","{""city"": ""Sacramento"", ""location"": ""Sacramento, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Omaha National Casualty Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://abrahamsconstruction.com/contact-us/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"ac-bees-inc-0b3596","certly","Ac Bees Inc","https://acbees.com/","specialty prime (mechanical)","https://acbees.com/contact","form","{""city"": ""Jacksonville"", ""location"": ""Jacksonville, Florida"", ""segment"": ""specialty prime (mechanical)"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://acbees.com/contact; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"access-more-property-management-f47c88","certly","Access More Property Management","https://www.accessmorepropertymanagement.com/","residential property management","https://www.accessmorepropertymanagement.com/contact","form","{""city"": ""Columbus"", ""location"": ""Columbus, Ohio"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""OH""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/ohio/columbus"
"access-results-management-services-922d1f","certly","Access Results Management Services","http://accessrms.ca/","self-storage operator","http://accessrms.ca/","form","{""segment"": ""self-storage operator""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/access-results-management-services"
"access-self-storage-8fccfc","certly","Access Self Storage","https://www.accessselfstorage.com/management-services/","self-storage operator","https://www.accessselfstorage.com/management-services/","form","{""location"": ""New Jersey"", ""segment"": ""self-storage operator"", ""state"": ""NJ""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/access-management"
"acevedo-construction-corporation-d5d6b7","certly","Acevedo Construction Corporation","https://www.acevedoconstruction.net/","commercial GC","https://www.acevedoconstruction.net/contact","form","{""city"": ""Rancho Santa FE"", ""location"": ""Rancho Santa FE, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Everest Premier Insurance Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.acevedoconstruction.net/contact; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"acorn-mini-storage-7274a6","certly","Acorn Mini Storage","https://www.acornministorage.com:443/","self-storage operator","https://www.acornministorage.com:443/","form","{""location"": ""Maine"", ""segment"": ""self-storage operator"", ""state"": ""ME""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/acorn-ministorage"
"action-property-management-inc-6e0ea0","certly","Action Property Management, Inc.","https://www.actionlife.com/","HOA / community association management","https://www.actionlife.com/","form","{""city"": ""Irvine"", ""location"": ""Irvine, California"", ""segment"": ""HOA / community association management"", ""state"": ""CA""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/action-property-management-inc/"
"adams-designbuild-inc-14a8c4","certly","Adams DesignBuild, Inc.","https://www.adamsdesignbuild.com/","design-build GC","https://www.adamsdesignbuild.com/contact","form","{""city"": ""Winston-Salem"", ""location"": ""Winston-Salem, North Carolina"", ""segment"": ""design-build GC"", ""state"": ""NC""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.adamsdesignbuild.com/contact; address the owner; phase-3 confidence: verified; source: https://portal.nclbgc.org/Public/Search"
"adb-homes-llc-703a70","certly","ADB Homes LLC","https://adbhomes.com/","residential / multifamily builder","https://adbhomes.com/contact/","form","{""city"": ""Alva"", ""location"": ""Alva, Florida"", ""segment"": ""residential / multifamily builder"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://adbhomes.com/contact/; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"advantage-self-storage-property-manageme-60175f","certly","Advantage Self Storage Property Management, LLC","https://www.advantagestorage.net:443/","self-storage operator","https://www.advantagestorage.net:443/","form","{""location"": ""Texas"", ""segment"": ""self-storage operator"", ""state"": ""TX""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/advantage-self-storage-property-management"
"afs-general-contracting-llc-aaf499","certly","AFS General Contracting, LLC","https://afsgeneralcontracting.com/","commercial GC","https://afsgeneralcontracting.com/contact-us/","form","{""city"": ""Winter Garden"", ""location"": ""Winter Garden, Florida"", ""segment"": ""commercial GC"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://afsgeneralcontracting.com/contact-us/; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"agynbyte-llc-b82d78","certly","Agynbyte LLC","https://www.agynbyte.com/","HOA / community association management","https://www.agynbyte.com/agynbyte-owners-association-property-management-and-management-services/contact-us/","form","{""city"": ""Bellevue"", ""location"": ""Bellevue, Washington"", ""segment"": ""HOA / community association management"", ""size_signal_raw"": ""46 community associations under management"", ""state"": ""WA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.agynbyte.com/agynbyte-owners-association-property-management-and-management-services/contact-us/; address the director of community management; phase-3 confidence: secondary; source: https://www.communitypay.us/management-companies/state/washington/"
"ahboltin-construction-inc-697f79","certly","Ahboltin Construction INC","https://ahboltinconstruction.com/","commercial GC","https://ahboltinconstruction.com/about-us/","form","{""city"": ""Livermore"", ""location"": ""Livermore, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with State Compensation Insurance Fund (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://ahboltinconstruction.com/about-us/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"ahtna-infrastructure-technologies-llc-b60d00","certly","Ahtna Infrastructure & Technologies, LLC","https://www.ahtnadiversified.com","commercial GC","https://www.ahtnadiversified.com/contact-us/","form","{""city"": ""Anchorage"", ""location"": ""Anchorage, Alaska"", ""segment"": ""commercial GC"", ""source_list"": ""your AGC chapter's public contractor directory"", ""state"": ""AK""}","new","","","","address the contract administrator; phase-3 confidence: verified; source: https://members.agcak.org/memberdirectory/Search/general-contractor-member-296133"
"air-comfort-technology-inc-e86e78","certly","Air Comfort Technology Inc","https://www.aircomforttechnology.com/","specialty prime (mechanical)","https://www.aircomforttechnology.com/contact-us","form","{""city"": ""Winter Garden"", ""location"": ""Winter Garden, Florida"", ""segment"": ""specialty prime (mechanical)"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.aircomforttechnology.com/contact-us; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"ajc-construction-services-inc-4baffc","certly","AJC Construction Services INC","https://www.ajcconstructionservices.com/","commercial GC","https://www.ajcconstructionservices.com/contact","form","{""city"": ""Poway"", ""location"": ""Poway, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Employers Assurance Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.ajcconstructionservices.com/contact; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"ak-constructors-llc-8967c5","certly","AK Constructors, LLC","https://akconstructors.com/","commercial GC","https://akconstructors.com/contact-us/","form","{""city"": ""Palmer"", ""location"": ""Palmer, Alaska"", ""segment"": ""commercial GC"", ""source_list"": ""your AGC chapter's public contractor directory"", ""state"": ""AK""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://akconstructors.com/contact-us/; address the contract administrator; phase-3 confidence: secondary; source: https://members.agcak.org/memberdirectory/Search/general-contractor-member-296133"
"alameda-tiny-homes-2e3583","certly","Alameda Tiny Homes","https://alamedatinyhomes.com/","residential / multifamily builder","https://alamedatinyhomes.com/contact-adu-builder/","form","{""city"": ""Alameda"", ""location"": ""Alameda, California"", ""segment"": ""residential / multifamily builder"", ""size_signal_raw"": ""Workers' comp policy on file with State Compensation Insurance Fund (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://alamedatinyhomes.com/contact-adu-builder/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"alaska-professional-construction-inc-e6f1dd","certly","Alaska Professional Construction, Inc.","http://www.apcconcrete.com","commercial GC","http://www.apcconcrete.com/contact.html","form","{""city"": ""Wasilla"", ""location"": ""Wasilla, Alaska"", ""segment"": ""commercial GC"", ""source_list"": ""your AGC chapter's public contractor directory"", ""state"": ""AK""}","new","","","","address the contract administrator; phase-3 confidence: verified; source: https://members.agcak.org/memberdirectory/Search/general-contractor-member-296133"
"alef-construction-corporation-e528ff","certly","Alef Construction Corporation","https://www.alefconstruction.com/","commercial GC","https://www.alefconstruction.com/contact","form","{""city"": ""SAN Carlos"", ""location"": ""SAN Carlos, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with State Compensation Insurance Fund (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.alefconstruction.com/contact; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"alfonso-molina-construction-inc-d238b7","certly","Alfonso Molina Construction INC","https://www.alfonsomolina.com/","commercial GC","https://www.alfonsomolina.com/about","form","{""city"": ""SAN Carlos"", ""location"": ""SAN Carlos, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Endurance Assurance Corporation (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.alfonsomolina.com/about; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"all-aboard-storage-98cdcf","certly","All Aboard Storage","http://www.goallaboard.com/","self-storage operator","http://www.goallaboard.com/","form","{""location"": ""Florida"", ""segment"": ""self-storage operator"", ""state"": ""FL""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/all-aboard-storage"
"all-construction-resources-inc-ea2d49","certly","ALL Construction Resources, INC","https://allconstructionresources.com/","building contractor","https://allconstructionresources.com/#contact","form","{""city"": ""Miami"", ""location"": ""Miami, Florida"", ""segment"": ""building contractor"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://allconstructionresources.com/#contact; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"all-county-alamo-property-management-734695","certly","All County Alamo Property Management","https://allcountyalamo.com/","residential property management","https://allcountyprop.com/locations/texas/universal-city/contact/","form","{""city"": ""Universal City"", ""location"": ""Universal City, Texas"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""TX""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/texas/san-antonio"
"all-county-construction-acade5","certly","ALL County Construction","https://allcountyconstruction.com/","commercial GC","https://allcountyconstruction.com/contact","form","{""city"": ""Carlsbad"", ""location"": ""Carlsbad, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with State Compensation Insurance Fund (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://allcountyconstruction.com/contact; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"all-county-first-choice-property-managem-14595e","certly","All County First Choice Property Management","https://allcountyfirstchoice.com/","residential property management","https://allcountyprop.com/locations/florida/pinellas-park/contact/","form","{""city"": ""Pinellas Park"", ""location"": ""Pinellas Park, Florida"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""FL""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/florida/tampa"
"all-flags-construction-inc-fd1c20","certly","ALL Flags Construction INC","https://allflags.com/","commercial GC","https://allflags.com/contact-us/","form","{""city"": ""West Palm Beach"", ""location"": ""West Palm Beach, Florida"", ""segment"": ""commercial GC"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://allflags.com/contact-us/; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"almo-construction-inc-41c5c8","certly","Almo Construction INC","https://almobuilder.com/","commercial GC","https://almobuilder.com/contact/","form","{""city"": ""SAN Carlos"", ""location"": ""SAN Carlos, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with State Compensation Insurance Fund (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://almobuilder.com/contact/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"alpha-real-estate-group-dbcedf","certly","Alpha Real Estate Group","https://www.alpharealestategrp.com/","residential property management","https://www.alpharealestategrp.com/contact-us/","form","{""city"": ""Saint Charles"", ""location"": ""Saint Charles, Missouri"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""MO""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/missouri/st-louis"
"alps-property-management-alps-group-nati-6fcc8e","certly","ALPS Property Management (ALPS Group - Nationwide)","https://www.alpsproperty.fr/","commercial property management","https://www.alpsproperty.fr/fr/nous-contacter","form","{""city"": ""Chicago"", ""location"": ""Chicago, Illinois"", ""segment"": ""commercial property management"", ""state"": ""IL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.alpsproperty.fr/fr/nous-contacter; address the property management director; phase-3 confidence: secondary; source: https://www.bbb.org/search?find_country=USA&find_loc=Chicago%2C%20IL&find_text=Commercial%20Property%20Management&page=1"
"alvian-custom-homes-llc-62a8bc","certly","Alvian Custom Homes, LLC","https://alvianhomes.com/","residential / multifamily builder","https://alvianhomes.com/contact-us","form","{""city"": ""Cape Coral"", ""location"": ""Cape Coral, Florida"", ""segment"": ""residential / multifamily builder"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://alvianhomes.com/contact-us; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"amarant-design-build-25a4f6","certly","Amarant Design & Build","https://amarantdesign.com/","design-build GC","https://amarantdesign.com/contact/","form","{""city"": ""Dublin"", ""location"": ""Dublin, California"", ""segment"": ""design-build GC"", ""size_signal_raw"": ""Workers' comp policy on file with National Casualty Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://amarantdesign.com/contact/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"american-mobile-home-communities-c0010b","certly","American Mobile Home Communities","https://www.americanmobilehomecommunities.com/","manufactured housing community operator","https://www.americanmobilehomecommunities.com/contact-us/","form","{""segment"": ""manufactured housing community operator"", ""size_signal_raw"": ""2,100 manufactured-home lots owned""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.americanmobilehomecommunities.com/contact-us/; address the director of operations; phase-3 confidence: secondary; source: https://www.mobilehomeuniversity.com/mhu-top-100-community-owners.php"
"american-property-management-leasing-d20a25","certly","American Property Management & Leasing","https://www.keytotulsa.com/","residential property management","https://www.keytotulsa.com/gifts","form","{""city"": ""Tulsa"", ""location"": ""Tulsa, Oklahoma"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""OK""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/oklahoma/tulsa"
"american-river-construction-inc-eb75e8","certly","American River Construction INC","https://www.americanriverconstruction.com/","commercial GC","https://www.americanriverconstruction.com/about","form","{""city"": ""Folsom"", ""location"": ""Folsom, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Everest Premier Insurance Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.americanriverconstruction.com/about; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"americana-property-management-real-estat-1db4ae","certly","Americana Property Management & Real Estate LLC","https://americanaproperty.com/","residential property management","https://americanaproperty.com/","form","{""city"": ""Las Vegas"", ""location"": ""Las Vegas, Nevada"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""NV""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/nevada/las-vegas"
