"org_id","app","name","website","segment","contact_route","route_type","personalisation_facts","stage","last_action_at","next_action_at","thread_ref","notes"
"airmasters-432b2d","stateready","AirMasters","https://www.airmasters.net/","platform operating brand","https://www.airmasters.net/contact-us/","form","{""city"": ""Springfield"", ""location"": ""Springfield, Illinois"", ""segment"": ""platform operating brand"", ""state"": ""IL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.airmasters.net/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://premistar.com/our-companies/"
"albiero-plumbing-0bdbd0","stateready","Albiero Plumbing","https://albieroplumbing.com","platform operating brand","https://albieroplumbing.com/contact-us/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://albieroplumbing.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://legacyservicepartners.com/partners/"
"albiero-plumbing-hvac-cc7de9","stateready","Albiero Plumbing & HVAC","https://albieroplumbing.com/","platform operating brand","https://albieroplumbing.com/contact-us/","form","{""location"": ""Wisconsin"", ""segment"": ""platform operating brand"", ""state"": ""WI""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://albieroplumbing.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://dealseam.com/hvac-pe-rollup-tracker-2026"
"alco-air-cooling-heating-and-plumbing-599ba7","stateready","Alco Air Cooling, Heating, and Plumbing","https://www.alcoair.com/","platform operating brand","https://www.alcoair.com/contact-us/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.alcoair.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.bluecardinalhomeservices.com/partner/"
"aligned-exteriors-group-5350e9","stateready","Aligned Exteriors Group","https://alignedexteriorsgroup.com/","roofing / exterior platform","https://alignedexteriorsgroup.com/contact-us/","form","{""segment"": ""roofing / exterior platform""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://alignedexteriorsgroup.com/contact-us/; address the compliance manager; phase-3 confidence: secondary; source: https://profitabilitypartners.io/home-services-private-equity-acquirers/"
"all-hours-air-b2ca44","stateready","All Hours Air","https://allhoursair.com/","platform operating brand","https://allhoursair.com/contact-us/","form","{""city"": ""Reno"", ""location"": ""Reno, Nevada"", ""segment"": ""platform operating brand"", ""state"": ""NV""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://allhoursair.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://anyhourgroup.com/partners/"
"allbritten-plumbing-heating-and-air-cond-7b48d2","stateready","Allbritten Plumbing, Heating and Air Conditioning Services","https://allbritten.com","platform operating brand","https://allbritten.com/contact/","form","{""city"": ""Fresno"", ""location"": ""Fresno, California"", ""segment"": ""platform operating brand"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://allbritten.com/contact/; address the general manager / office manager; phase-3 confidence: secondary; source: https://redwoodservices.com/partners/"
"ally-services-5d1651","stateready","Ally Services","https://allyservicesgroup.com","PE-backed home-services platform","https://allyservicesgroup.com/","form","{""city"": ""Rockville"", ""location"": ""Rockville, Maryland"", ""segment"": ""PE-backed home-services platform"", ""size_signal_raw"": ""Residential HVAC & plumbing across VA, MD, PA, NJ, DE and DC"", ""state"": ""MD""}","new","","","","address the VP of compliance / head of integration; phase-3 confidence: verified; source: https://allyservicesgroup.com/"
"altec-roofing-7a32f0","stateready","Altec Roofing","https://www.altecroofing.com/","platform operating brand","https://www.altecroofing.com/contact","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.altecroofing.com/contact; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.infinityhomeservices.com/"
"american-residential-services-ars-rescue-51049b","stateready","American Residential Services (ARS / Rescue Rooter)","https://www.ars.com","PE-backed home-services platform","https://www.ars.com/about-us","form","{""city"": ""Memphis"", ""employees"": {""count"": 6500, ""noun"": ""employees""}, ""location"": ""Memphis, Tennessee"", ""locations"": {""count"": 70, ""noun"": ""service centers"", ""states"": 23}, ""segment"": ""PE-backed home-services platform"", ""size_signal_raw"": ""70+ service centers across ~23-28 states; ~6,500 employees"", ""state"": ""TN""}","new","","","","address the VP of compliance / head of integration; phase-3 confidence: verified; source: https://www.ars.com/locations"
"american-vintage-home-450a83","stateready","American Vintage Home","https://americanvintagehome.com/","platform operating brand","https://americanvintagehome.com/contact/","form","{""city"": ""Chicago, Illinois"", ""location"": ""Chicago, Illinois"", ""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://americanvintagehome.com/contact/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.heartlandhomeservices.com/brands"
"anchor-heating-and-air-2e8b62","stateready","Anchor Heating and Air","https://anchorheating.com/","fast-growing independent trade contractor","https://anchorheating.com/index.php/about/","form","{""city"": ""Charleston, South Carolina"", ""location"": ""Charleston, South Carolina"", ""segment"": ""fast-growing independent trade contractor"", ""size_signal_raw"": ""Inc. 5000 2026 rank #851; 407% three-year revenue growth; 1x on the list""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://anchorheating.com/index.php/about/; address the owner / office manager; phase-3 confidence: secondary; source: https://www.achrnews.com/articles/166598-33-hvac-contractors-make-the-2026-inc-5000-list"
"anderson-plumbing-heating-air-88b61c","stateready","Anderson Plumbing, Heating & Air","https://www.andersonplumbingheatingandair.com","platform operating brand","https://www.andersonplumbingheatingandair.com/contact/","form","{""city"": ""El Cajon"", ""location"": ""El Cajon, California"", ""segment"": ""platform operating brand"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.andersonplumbingheatingandair.com/contact/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"anthony-plumbing-heating-cooling-electri-74a966","stateready","Anthony Plumbing, Heating, Cooling & Electric","https://www.anthonyphc.com","platform operating brand","https://anthonyphc.com/contact-us/","form","{""city"": ""Lenexa"", ""location"": ""Lenexa, Kansas"", ""segment"": ""platform operating brand"", ""state"": ""KS""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://anthonyphc.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"any-hour-services-2ca810","stateready","Any Hour Services","https://anyhourservices.com/","platform operating brand","https://anyhourservices.com/contact-us/","form","{""city"": ""Orem"", ""location"": ""Orem, Utah"", ""segment"": ""platform operating brand"", ""state"": ""UT""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://anyhourservices.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://anyhourgroup.com/partners/"
"any-hour-services-any-hour-group-71e63f","stateready","Any Hour Services / Any Hour Group","https://anyhourgroup.com","PE-backed home-services platform","https://anyhourgroup.com/contact/","form","{""city"": ""Orem"", ""employees"": {""count"": 2000, ""noun"": ""employees""}, ""location"": ""Orem, Utah"", ""locations"": {""count"": 25, ""noun"": ""locations"", ""states"": 10}, ""segment"": ""PE-backed home-services platform"", ""size_signal_raw"": ""25+ locations across 10 states; 2,000+ employees"", ""state"": ""UT""}","new","","","","address the VP of compliance / head of integration; phase-3 confidence: verified; source: https://anyhourgroup.com/"
"anytime-plumbing-llc-d75759","stateready","Anytime Plumbing, LLC","https://anytimeplumbingvegas.com","platform operating brand","https://anytimeplumbingvegas.com/contact-us/","form","{""city"": ""Las Vegas"", ""location"": ""Las Vegas, Nevada"", ""segment"": ""platform operating brand"", ""state"": ""NV""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://anytimeplumbingvegas.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"apollo-home-667fcc","stateready","Apollo Home","https://apollohome.com","platform operating brand","https://apollohome.com/contact-us/","form","{""city"": ""Cincinnati"", ""location"": ""Cincinnati, Ohio"", ""segment"": ""platform operating brand"", ""state"": ""OH""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://apollohome.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"arctic-air-conditioning-3fc6a9","stateready","Arctic Air Conditioning","http://www.arcticac.com","platform operating brand","https://www.arcticac.com/contact/","form","{""city"": ""Old Bridge"", ""location"": ""Old Bridge, New Jersey"", ""segment"": ""platform operating brand"", ""state"": ""NJ""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.arcticac.com/contact/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"arctic-engineering-6e2972","stateready","Arctic Engineering","https://arcticengineering.com/","platform operating brand","https://arcticengineering.com/contact-us/","form","{""city"": ""Merrillville"", ""location"": ""Merrillville, Indiana"", ""segment"": ""platform operating brand"", ""state"": ""IN""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://arcticengineering.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://premistar.com/our-companies/"
"astar-heating-air-f40214","stateready","Astar Heating & Air","https://www.astarheating.com/","platform operating brand","https://www.astarheating.com/contact-us/","form","{""city"": ""Middletown"", ""location"": ""Middletown, New York"", ""segment"": ""platform operating brand"", ""state"": ""NY""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.astarheating.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://silaservices.com/brands/"
"atlantic-air-systems-1026b4","stateready","Atlantic Air Systems","https://www.atlanticairsystems.com/","fast-growing independent trade contractor","https://www.atlanticairsystems.com/contact/careers","form","{""city"": ""Toms River, New Jersey"", ""location"": ""Toms River, New Jersey"", ""segment"": ""fast-growing independent trade contractor"", ""size_signal_raw"": ""Inc. 5000 2026 rank #2584; 125% three-year revenue growth; 1x on the list""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.atlanticairsystems.com/contact/careers; address the owner / office manager; phase-3 confidence: secondary; source: https://www.achrnews.com/articles/166598-33-hvac-contractors-make-the-2026-inc-5000-list"
"authority-brands-a8c11d","stateready","Authority Brands","https://www.authoritybrands.com","franchise system","https://www.authoritybrands.com/contact-us/","form","{""city"": ""Columbia"", ""location"": ""Columbia, Maryland"", ""segment"": ""franchise system"", ""size_signal_raw"": ""15 franchisors, 1,000+ franchise owners across the US and Canada, $2B+ revenue (own site); added 246 franchise owners and 340 territories across 31 states in 2025"", ""state"": ""MD""}","new","","","","address the VP franchise operations / compliance; phase-3 confidence: verified; source: https://www.authoritybrands.com/"
"aztec-plumbing-drains-92f875","stateready","Aztec Plumbing & Drains","https://www.aztecplumbing.net","platform operating brand","https://www.aztecplumbing.net/contact","form","{""city"": ""Fort Myers"", ""location"": ""Fort Myers, Florida"", ""segment"": ""platform operating brand"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.aztecplumbing.net/contact; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"b-j-plumbing-heating-and-air-conditionin-4ff9a6","stateready","B&J Plumbing, Heating, and Air Conditioning","https://bjplumbing.com","platform operating brand","https://www.bjplumbing.com/contact-us/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.bjplumbing.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://redwoodservices.com/partners/"
"bailey-plumbing-heating-98df2d","stateready","Bailey Plumbing & Heating","https://baileyheating.com/","platform operating brand","https://baileyheating.com/contact-us/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://baileyheating.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://northwindsservices.com/our-brands/"
"bailey-s-comfort-systems-659b9d","stateready","Bailey’s Comfort Systems","https://www.baileyscomfortservices.com/","platform operating brand","https://www.baileyscomfortservices.com/contact","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.baileyscomfortservices.com/contact; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.bluecardinalhomeservices.com/partner/"
"baker-brothers-plumbing-air-electric-24185c","stateready","Baker Brothers Plumbing, Air & Electric","https://bakerbrothersplumbing.com/","platform operating brand","https://bakerbrothersplumbing.com/about-us/contact-us/","form","{""city"": ""Dallas"", ""location"": ""Dallas, Texas"", ""segment"": ""platform operating brand"", ""state"": ""TX""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://bakerbrothersplumbing.com/about-us/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.wrenchgroup.com/wrench-group-brands/"
"bell-brothers-heating-and-air-conditioni-c5bc78","stateready","Bell Brothers Heating and Air Conditioning","https://bellbrothers.com","platform operating brand","https://bellbrothers.com/contact-us","form","{""city"": ""Des Moines"", ""location"": ""Des Moines, Iowa"", ""segment"": ""platform operating brand"", ""state"": ""IA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://bellbrothers.com/contact-us; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"benjamin-franklin-plumbing-b81d17","stateready","Benjamin Franklin Plumbing","https://www.benjaminfranklinplumbing.com","franchise brand (licensed trade)","https://www.benjaminfranklinplumbing.com","form","{""segment"": ""franchise brand (licensed trade)""}","new","","","","address the brand president / franchise business consultant; phase-3 confidence: verified; source: https://www.benjaminfranklinplumbing.com"
"berco-dac6c5","stateready","BERCO","https://www.berco.com/","platform operating brand","https://www.berco.com/group/about/","form","{""city"": ""Cape Coral"", ""location"": ""Cape Coral, Florida"", ""segment"": ""platform operating brand"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.berco.com/group/about/; address the general manager / office manager; phase-3 confidence: secondary; source: https://astraservicepartners.com/our-companies/"
"bertke-dc1fc3","stateready","Bertke","https://www.bertke.com/","platform operating brand","https://www.bertke.com/contact-us/","form","{""city"": ""Cincinnati"", ""location"": ""Cincinnati, Ohio"", ""segment"": ""platform operating brand"", ""state"": ""OH""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.bertke.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://astraservicepartners.com/our-companies/"
"best-air-conditioning-plumbing-repair-15bffd","stateready","BEST Air Conditioning Plumbing Repair","https://bestairconditioningplumbingrepair.com","platform operating brand","https://bestairconditioningplumbingrepair.com/contact-us/","form","{""city"": ""Las Vegas"", ""location"": ""Las Vegas, Nevada"", ""segment"": ""platform operating brand"", ""state"": ""NV""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://bestairconditioningplumbingrepair.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"best-care-home-services-0ad492","stateready","Best Care Home Services","https://bestcarehomeservices.com","platform operating brand","https://bestcarehomeservices.com/about-us/","form","{""city"": ""Memphis"", ""location"": ""Memphis, Tennessee"", ""segment"": ""platform operating brand"", ""state"": ""TN""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://bestcarehomeservices.com/about-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://redwoodservices.com/partners/"
"black-hills-81fb71","stateready","Black Hills","https://www.blackhillsinc.com","platform operating brand","https://www.blackhillsinc.com/contact-us/","form","{""city"": ""Olympia"", ""location"": ""Olympia, Washington"", ""segment"": ""platform operating brand"", ""state"": ""WA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.blackhillsinc.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"black-plumbing-heating-air-865c73","stateready","Black Plumbing, Heating & Air","https://blackplumbing.com","platform operating brand","https://blackplumbing.com/contact-us/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://blackplumbing.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://legacyservicepartners.com/partners/"
"blake-brothers-fff95d","stateready","Blake Brothers","https://blakebrothers.com","platform operating brand","https://blakebrothers.com/contact-us/","form","{""city"": ""Huntsville"", ""location"": ""Huntsville, Alabama"", ""segment"": ""platform operating brand"", ""state"": ""AL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://blakebrothers.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"blue-cardinal-home-services-group-7ad2c3","stateready","Blue Cardinal Home Services Group","https://www.bluecardinalhomeservices.com","PE-backed home-services platform","https://www.bluecardinalhomeservices.com/","form","{""city"": ""Lufkin"", ""location"": ""Lufkin, Texas"", ""segment"": ""PE-backed home-services platform"", ""size_signal_raw"": ""Multi-regional residential HVAC/plumbing/electrical (TX, AL, MO and more)"", ""state"": ""TX""}","new","","","","address the VP of compliance / head of integration; phase-3 confidence: verified; source: https://www.bluecardinalhomeservices.com/"
"blue-ox-heating-air-652bce","stateready","Blue Ox Heating & Air","https://goblueox.com","platform operating brand","https://goblueox.com/contact/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://goblueox.com/contact/; address the general manager / office manager; phase-3 confidence: secondary; source: https://legacyservicepartners.com/partners/"
"blusky-restoration-contractors-454e44","stateready","BluSky Restoration Contractors","https://www.goblusky.com","restoration platform","https://www.goblusky.com/","form","{""city"": ""Centennial"", ""location"": ""Centennial, Colorado"", ""segment"": ""restoration platform"", ""size_signal_raw"": ""States on own site: \""typically working in 40+ states at any given time and in 20+ states on large projects\"""", ""state"": ""CO""}","new","","","","address the compliance manager; phase-3 confidence: verified; source: https://www.goblusky.com/"
"bone-dry-roofing-cb70ea","stateready","Bone Dry Roofing","https://bonedry.com","specialty multi-state contractor","https://bonedry.com/contact/","form","{""city"": ""Indianapolis"", ""location"": ""Indianapolis, Indiana"", ""segment"": ""specialty multi-state contractor"", ""size_signal_raw"": ""Own site states customers \""in nine states\"""", ""state"": ""IN""}","new","","","","address the compliance manager; phase-3 confidence: verified; source: https://bonedry.com/locations/"
"brothers-plumbing-heating-electric-c2d9fa","stateready","Brothers Plumbing, Heating & Electric","https://brothersplumbing.com","platform operating brand","https://www.brothersplumbing.com/about/","form","{""city"": ""Denver"", ""location"": ""Denver, Colorado"", ""segment"": ""platform operating brand"", ""state"": ""CO""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.brothersplumbing.com/about/; address the general manager / office manager; phase-3 confidence: secondary; source: https://redwoodservices.com/partners/"
"buehler-air-conditioning-f538a1","stateready","Buehler Air Conditioning","https://buehlerair.com/","platform operating brand","https://buehlerair.com/contact-us/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://buehlerair.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://ctacquisitions.com/guides/private-equity-hvac-2026/"
"buehler-air-plumbing-electric-a65658","stateready","Buehler Air, Plumbing & Electric","https://buehlerair.com","platform operating brand","https://buehlerair.com/contact-us/","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://buehlerair.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://legacyservicepartners.com/partners/"
"bumble-breeze-6848f6","stateready","Bumble Breeze","https://www.bumblebreeze.com/","platform operating brand","https://www.bumblebreeze.com/contact-us/","form","{""city"": ""Las Vegas"", ""location"": ""Las Vegas, Nevada"", ""segment"": ""platform operating brand"", ""state"": ""NV""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.bumblebreeze.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://anyhourgroup.com/partners/"
"campbell-company-7bfe0f","stateready","Campbell & Company","https://trustcampbell.com","platform operating brand","https://trustcampbell.com/contact/","form","{""city"": ""Pasco"", ""location"": ""Pasco, Washington"", ""segment"": ""platform operating brand"", ""state"": ""WA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://trustcampbell.com/contact/; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"carolina-chillers-a7868c","stateready","Carolina Chillers","https://carolinachillers.com/","platform operating brand","https://carolinachillers.com/contact-us","form","{""city"": ""Florence"", ""location"": ""Florence, South Carolina"", ""segment"": ""platform operating brand"", ""size_signal_raw"": ""branches in 2 states"", ""state"": ""SC""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://carolinachillers.com/contact-us; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.servicelogic.com/locations"
"carpenters-roofing-87d071","stateready","Carpenters Roofing","https://www.carpentersroofing.com/","platform operating brand","https://www.carpentersroofing.com/contact","form","{""segment"": ""platform operating brand""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.carpentersroofing.com/contact; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.infinityhomeservices.com/"
"cassell-brothers-heating-cooling-f9bfeb","stateready","Cassell Brothers Heating & Cooling","https://cassellbros.com","platform operating brand","https://cassellbros.com/contact","form","{""city"": ""Irmo"", ""location"": ""Irmo, South Carolina"", ""segment"": ""platform operating brand"", ""state"": ""SC""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://cassellbros.com/contact; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.turnpointservices.com/turnpoint-brands/"
"cbw-mechanical-56d9de","stateready","CBW Mechanical","https://cbwmechanical.com/","platform operating brand","https://cbwmechanical.com/contact-us","form","{""city"": ""Baltimore"", ""location"": ""Baltimore, Maryland"", ""segment"": ""platform operating brand"", ""size_signal_raw"": ""branches in 2 states"", ""state"": ""MD""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://cbwmechanical.com/contact-us; address the general manager / office manager; phase-3 confidence: secondary; source: https://www.servicelogic.com/locations"
"central-cooling-heating-ee0018","stateready","Central Cooling & Heating","https://centralcooling.com/","platform operating brand","https://centralcooling.com/contact-us/","form","{""city"": ""Woburn"", ""location"": ""Woburn, Massachusetts"", ""segment"": ""platform operating brand"", ""state"": ""MA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://centralcooling.com/contact-us/; address the general manager / office manager; phase-3 confidence: secondary; source: https://silaservices.com/brands/"
"champion-industrial-879b2b","stateready","Champion Industrial","https://www.championindustrial.com/","platform operating brand","https://www.championindustrial.com/contact/","form","{""city"": ""Modesto"", ""location"": ""Modesto, California"", ""segment"": ""platform operating brand"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.championindustrial.com/contact/; address the general manager / office manager; phase-3 confidence: secondary; source: https://astraservicepartners.com/our-companies/"
"champions-group-holdings-a36f14","stateready","Champions Group Holdings","https://www.championsgrp.com","PE-backed home-services platform","https://www.championsgrp.com/contact","form","{""city"": ""Irvine"", ""employees"": {""count"": 1800, ""noun"": ""field technicians""}, ""location"": ""Irvine, California"", ""segment"": ""PE-backed home-services platform"", ""size_signal_raw"": ""1,800+ field technicians; ~150,000 membership customers"", ""state"": ""CA""}","new","","","","address the VP of compliance / head of integration; phase-3 confidence: verified; source: https://www.championsgrp.com/"
