"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"wagelens","end-customer","DBE certified construction firm","A-1 Acoustical Ceilings, LLC","","New Orleans, LA","certification: SLDBE (SWB)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Acoustical Ceiling Installation; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","A-1 Elevator Service, LLC","http://www.a1elevator.net","New Orleans, LA","certification: SLDBE (NOAB)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Elevator Service/Maintenance;; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","A. G. CONSULTING ENGINEERING, PC","","New York, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238210 - Electrical contractors; 238220 - Ventilating contractors; 54131 - Architectural Services; 541330 - Consulting engineers' offices; 541330 - Engineering "
"wagelens","end-customer","DBE certified construction firm","A.C.T. ABATEMENT CORPORATION","","West New York, NJ","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238190 - Other Foundation, Structure, and Building Exterior Contractors; 541620 - Environmental consulting services; 562910 - Remediation Services"
"wagelens","end-customer","DBE certified construction firm","AAA Contracting Services Corp","","Elmont, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238110 - Foundation, building, poured concrete, contractors; 238140 - Brick veneer, installation; 238190 - Awning installation; 238990 - All Other Specialty Tra"
"wagelens","end-customer","DBE certified construction firm","ABM Enterprises, Inc.","http://www.abmenterprise.com","New Orleans, LA","certification: SLDBE (NOAB)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Construction Management; Quality Control Services; General Contractor: Building Construction; Heavy Construction; Highway, Street & Bridge Constructio; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","ABT Products & Services LTD","","Huntington Station, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238210 - Communication equipment installation; 334111 - Electronic Computer Manufacturing; 423430 - Computer and Computer Peripheral Equipment and Software Merc"
"wagelens","end-customer","DBE certified construction firm","Abtron Associates, Corp.","","Bay Shore, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238910 - Site Preparation Contractors; 541620 - Environmental consulting services; 562910 - Remediation Services; 201 - CLEARING GRUBBING; 202 - REMOVAL OF STRU"
"wagelens","end-customer","DBE certified construction firm","Accolade Construction Group Inc.","","Bronx, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 23831 - Drywall and Insulation Contractors; 238320 - Painting and Wall Covering Contractors; 23834 - Tile and Terrazzo Contractors; 23835 - Finish Carpentry Con"
"wagelens","end-customer","DBE certified construction firm","Ace-Tec Enterprises, Inc.","","Hempstead, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238120 - Erecting structural steel; 332312 - Fabricated structural metal manufacturing; K-MISCMETL - Misc Metals"
"wagelens","end-customer","DBE certified construction firm","ACUMEN BUILDING ENTERPRISE, INC.","","Oakland, CA","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 236220 - Commercial and Institutional Building Construction; 541512 - Computer Systems Design Services; 541519 - Other Computer Related Services"
"wagelens","end-customer","DBE certified construction firm","Adirondack Mountain Engineering, PC","","Ballston Lake, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237310 - Highway, Street, and Bridge Construction; 541330 - Engineering services; 541380 - Testing Laboratories; 541620 - Environmental consulting services; 010"
"wagelens","end-customer","DBE certified construction firm","Advanced Contracting Concepts, Inc","","Patterson, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238110 - Poured Concrete Foundation and Structure Contractors; 238140 - Masonry Contractors; 238990 - All Other Specialty Trade Contractors; 561110 - Office Adm"
"wagelens","end-customer","DBE certified construction firm","Advanced Engineering & Inspection Services","","Flemington, NJ","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237310 - Highway, Street, and Bridge Construction; 238910 - Site Preparation Contractors; 541330 - Engineering services; 541512 - Computer Systems Design Servic"
"wagelens","end-customer","DBE certified construction firm","Advanced Mill & Pave, Inc.","","East Meadow, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237110 - Water and Sewer Line and Related Structures Construction; 237310 - Highway, Street, and Bridge Construction; 237990 - Other Heavy and Civil Engineering"
"wagelens","end-customer","DBE certified construction firm","Advantage Engineering Associates, P.C.","","Cranbury, NJ","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238210 - Electrical Contractors and Other Wiring Installation Contractors; 238910 - Site Preparation Contractors; 541330 - Engineering services; 541512 - Comput"
"wagelens","end-customer","DBE certified construction firm","Advantage Manhole & Concrete Services, Inc.","","New Orleans, LA","certification: SLDBE (NOAB)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Sanitation Sewer Rehabilitation, Water and Sewer Line and Related Structures Construction; Manhole Coating & Repair; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","Affordable Hauling, LLC","http://www.affordablehauling.org","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Trucking & Hauling; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","AFRO CONTRACTING & DEMO CORP","","Brooklyn, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238120 - Rebar contractors; 238910 - Demolition contractor"
"wagelens","end-customer","DBE certified construction firm","AHURA CONSTRUCTION MANAGEMENT INC","","Bayside, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238110 - Poured Concrete Foundation and Structure Contractors; 238140 - Masonry Contractors; 238160 - Roofing contractors; 238310 - Drywall and Insulation Contr"
"wagelens","end-customer","DBE certified construction firm","AI Engineers Inc PC","","Middletown, CT","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237310 - Highway, Street, and Bridge Construction; 541330 - Engineering services; 541620 - Environmental consulting services; 010A - HIGHWAY DESIGN PHASES I-IV;"
"wagelens","end-customer","DBE certified construction firm","AKKJ Electric Inc.","","Scotch Plains, NJ","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238210 - Electrical contractors; C-ELECTRIC - Electrical; K-ELECTRIC - Electrical; K-FIREPROT - Fire Protection; R-ELECTRIC - Electrical"
"wagelens","end-customer","DBE certified construction firm","Akwesasne Construction Inc","","Rochester, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238910 - Site Preparation Contractors; 238990 - All Other Specialty Trade Contractors; 523140 - Commodity Contracts Brokerage"
"wagelens","end-customer","DBE certified construction firm","Al Neto Contractors, Inc.","","Bridgewater, NJ","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238110 - Foundation, building, poured concrete, contractors; K-CONCRETE - Concrete; K-PAVERS** - Pavers"
"wagelens","end-customer","DBE certified construction firm","AL Slawson LLC","","Pittsford, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237110 - Water and Sewer Line and Related Structures Construction; 237310 - Highway, Street, and Bridge Construction; 237990 - Other Heavy and Civil Engineering"
"wagelens","end-customer","DBE certified construction firm","Alarm  Detection and Suppression Systems, LLC","http://www.adssystemsllc.com","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Security Systems Services; Alarm & Fire Systems Furnish & Installation; Low Voltage Electrical Contractors; Other Wiring Installation; Detention Locks; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","Alcaide, Inc.","","Brookfield, CT","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237310 - Highway, Street, and Bridge Construction; 237990 - Other Heavy and Civil Engineering Construction; 238990 - All Other Specialty Trade Contractors; 402 "
"wagelens","end-customer","DBE certified construction firm","ALEXANDRIA TILE CO","","Brooklyn, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238140 - Masonry Contractors; 238340 - Tile and Terrazzo Contractors; 238390 - Other Building Finishing Contractors"
"wagelens","end-customer","DBE certified construction firm","Alkem Electrical Corp.","","Brooklyn, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238210 - Electrical Contractors and Other Wiring Installation Contractors"
"wagelens","end-customer","DBE certified construction firm","All American Construction Management, LLC","","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Building Construction (Commercial & Residential); Interior Finishes; Exterior Finishes; Construction Management; Roofing; Deck Laying; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","ALL AMERICAN PRSSURE CLEANING & PAINTING, CO","","Opa Locka, FL","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238320 - Painting and Wall Covering Contractors; 444190 - Other Building Material Dealers"
"wagelens","end-customer","DBE certified construction firm","All In One Construction LLC","","Monroe, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238130 - Framing contractors; 238140 - Masonry Contractors; 238190 - Other Foundation, Structure, and Building Exterior Contractors; 238310 - Drywall and Insula"
"wagelens","end-customer","DBE certified construction firm","All Points Communications, Inc.","","Basking Ridge, NJ","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238210 - Computer and network cable installation; 423210 - Office furniture merchant wholesalers; 423430 - Computer peripheral equipment merchant wholesalers; 4"
"wagelens","end-customer","DBE certified construction firm","ALL SKILL MINORITY MANPOWER INC","","Bronx, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238310 - Drywall and Insulation Contractors; 238320 - Painting and Wall Covering Contractors; 238330 - Flooring Contractors; 561720 - Janitorial services"
"wagelens","end-customer","DBE certified construction firm","All Star Construction Services LLC","","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Framing, Drywall Contractors, Sheet Rock Contractors, Acoustical Ceiling Tile Installation, Painting and Wall Covering Contractor, Interior Finishing ; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","All State Traffic Control of PA, Inc.","","Kingston, PA","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237310 - Highway, Street, and Bridge Construction; 541310 - Architectural Services; 561990 - All Other Support Services; 611519 - Other Technical and Trade Scho"
"wagelens","end-customer","DBE certified construction firm","ALL VOLTS ELECTRICAL INC","","New York, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238210 - Electrical Contractors and Other Wiring Installation Contractors"
"wagelens","end-customer","DBE certified construction firm","All-N-One Electrical, LLC","","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Licensed Electrical Contractor; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","Allbar Steel, Inc.","","Montgomery, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237310 - Highway, Street, and Bridge Construction; 238120 - Structural Steel and Precast Concrete Contractors; 423990 - Other Miscellaneous Durable Goods Mercha"
"wagelens","end-customer","DBE certified construction firm","Allied Construction, LLC","","New Orleans, LA","certification: SLDBE (SWB)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Masonry Contractor and Building Construction; ; ;; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","Allstate Enterprises, Inc.","","Westbury, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 236220 - Addition, alteration and renovation general contractors, commercial and institutional building; 236220 - Construction management, commercial and instit"
"wagelens","end-customer","DBE certified construction firm","Alternative Source, Inc.","http://alternativesourceinc.com","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Building Construction; Waterproofing, Fluid-Applied Roofing Systems Concrete, Masonry, Interior Finishes; Construction Management;; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","Altus Metal & Marble Services, Inc","","Smithtown, NY","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 238140 - Masonry Contractors; 238190 - Other Foundation, Structure, and Building Exterior Contractors; 238340 - Tile and Terrazzo Contractors; 238990 - All Othe"
"wagelens","end-customer","DBE certified construction firm","Always Fantastic Job Mechanical, LLC","","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Mechanical Work; HVAC Contractor; Solar Energy Equipment Installation;; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","Amayas Plumbing LLC","","New Orleans, LA","certification: SLDBE (CNO)","Certified DBE/SLDBE in construction with the City of New Orleans, so it subcontracts on federally assisted local work carrying Davis-Bacon.","","owner or office manager","https://data.nola.gov/d/q42h-ptn2","government-db","verified","2026-09-03","New Orleans DBE directory; capability: Master Plumber; Plumbing Contractor; Mechanical Contractor; HVAC Services; Gas Pipe Installations; Gas Testing; website as published in the register, not independently opened"
"wagelens","end-customer","DBE certified construction firm","Amercom Corp. Consulting Engineers","","Parsippany, NJ","certified DBE in the NYS Unified Certification Program","Certified DBE in a construction NAICS, the firms federal-aid highway and transit primes must subcontract to, which puts it on Davis-Bacon covered work with a weekly WH-347 obligation.","","owner or office manager","https://data.ny.gov/d/pfeu-dsx6","government-db","verified","2026-09-03","NYS UCP DBE directory; commodity codes 237310 - Highway, Street, and Bridge Construction; 541620 - Environmental consulting services; 080A - GEOLOGY"
