"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"wagelens","end-customer","commercial and institutional building general contractor","Nfenergia LLC","","San Juan, PR","2 federal awards, $154.9M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_W9128F23F0089_9700_W9128F20D0005_9700","api","verified","2026-09-03","role=sub; agencies=Department of Defense; latest award 0111447 (2024-02-28); NAICS 236220; prime(s): WESTON SOLUTIONS, INC.; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Gideon Contracting, Limited Liability Company","","San Antonio, TX","30 federal awards, $134.0M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/f0a032e8-b592-9a60-5131-ad02fc6d190e-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Transportation; latest award 6982AF26C000028 (2026-08-26); NAICS 236220,237310; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","D Square Construction LLC","","Tucson, AZ","35 federal awards, $133.7M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/9ff68355-f091-5666-4009-b0abc57a8e29-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Veterans Affairs; latest award 36C26226C0232 (2026-08-25); NAICS 236220,238220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Butt Construction Company, Incorporated","","Dayton, OH","24 federal awards, $133.4M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/f8ff27ae-47bc-1abf-c392-39e41fb2fbf2-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award FA860126F0085 (2026-05-13); NAICS 236220,238220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Jade Creek Construction LLC","","DC,MD,VA,WV","25 federal awards, $132.5M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/7172056c-2a4a-a771-3cc9-bec3334308f1-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Justice; General Services Administration; latest award 15F06726F0001063 (2026-07-28); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Emr, Inc.","","AL,FL,GA,MS,TN,TX","23 federal awards, $131.7M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/9c6e10ae-f066-6582-9cde-8073b7748bad-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N6945026F0213 (2026-04-10); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Sea Pac Engineering Inc","","Los Angeles, CA","35 federal awards, $130.2M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/43dd0b52-6616-37b6-b9a7-8da65fdbff34-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of State; Department of the Interior; General Services Administration; latest award N6247326F0374 (2026-05-14); NAICS 236220,238220,238290; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","all other specialty trade contractor","Sedona-Nasco Jv2, LLC","","Las Cruces, NM","383 federal awards, $129.9M total since 2024","Holds federal all other specialty trade contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/77f7a57f-d715-a641-de3f-cf9ef6685423-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W9126G26FA207 (2026-06-02); NAICS 238990; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Bhate Environmental Associates, Inc.","","Birmingham, AL","37 federal awards, $126.8M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/356476fc-af9d-667e-704a-567e680f22ae-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Justice; latest award N6247326F0099 (2026-01-08); NAICS 236220,238910; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Hamilton Pacific Chamberlain LLC","","Waldorf, MD","40 federal awards, $123.6M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/ed307c29-aefa-ff1b-e916-57e4e5222536-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Transportation; Department of Veterans Affairs; latest award 140P1526F0019 (2026-07-15); NAICS 236220,238210,238220,238350,238390; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Semper Tek Inc","","Lexington, KY","32 federal awards, $119.3M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/89fcd89f-c747-ca88-f390-f5b3fa2b7bf1-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Veterans Affairs; General Services Administration; latest award 36C24925C0073 (2025-09-19); NAICS 236220,237310; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Desbuild Incorporated","","Hyattsville, MD","20 federal awards, $115.7M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/b0d40969-64a7-5b32-c59f-9a4f44abfeb8-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Homeland Security; Department of State; General Services Administration; latest award 47PM0123F0028 (2023-07-24); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","electrical contractor","Wells Global, LLC","","Raleigh, NC","94 federal awards, $114.0M total since 2024","Holds federal electrical contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/7968421e-ea59-775f-0d51-4e5b98b17d61-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Transportation; latest award 6973GH26F01314 (2026-08-21); NAICS 238210; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Venergy Group LLC","","Fort Pierce, FL","65 federal awards, $113.1M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/fcd872f1-d41d-d0b0-a628-03f361b32847-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Veterans Affairs; latest award 36C24526N0708 (2026-07-07); NAICS 236220,237310,238210,238220,238290; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Doyon Management Services, LLC","","Federal Way, WA","32 federal awards, $112.6M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/13219bee-84af-57b7-21a1-b87a517df960-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Health and Human Services; Department of Homeland Security; Department of Transportation; latest award N4425526F0150 (2026-05-14); NAICS 236220,237310; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Bergelectric Corp","","Carlsbad, CA","12 federal awards, $112.4M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_N6247324F4252_9700_N6247321D1206_9700","api","verified","2026-09-03","role=sub; agencies=Department of Defense; latest award 24-0319-009 (2026-03-11); NAICS 236220,237310; prime(s): BL HARBERT INTERNATIONAL LLC; DPR-RQ CONSTRUCTION, LLC; HARPER CONSTRUCTION COMPANY, INC.; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Tnt Constructors","","Bremerton, WA","1 federal award, $112.1M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_70Z05023F43000012_7008_70Z04718DGILBAN00_7008","api","verified","2026-09-03","role=sub; agencies=Department of Homeland Security; latest award J35000TO06-002 (2024-01-10); NAICS 236220; prime(s): GILBANE FEDERAL; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Wright Bros LLC","","Andalusia, AL","39 federal awards, $112.0M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/9d50dd73-034e-e827-a9eb-7f707cb3200c-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Justice; Department of the Interior; latest award 80KSC026FA029 (2026-05-06); NAICS 236220,237310; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Herman Construction Group, Inc.","","Escondido, CA","22 federal awards, $111.1M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/3fb851be-263c-889f-205c-2bb0352ddba0-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Homeland Security; Department of Veterans Affairs; latest award N6247326F0239 (2026-03-17); NAICS 236220,238220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Native American Services Corp.","","Kellogg, ID","41 federal awards, $110.4M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/a24bb893-d4e4-8198-ff94-dcb99378a5e9-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W9124C26FA019 (2026-05-19); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Blue Cord Design And Construction, LLC","","Orlando, FL","25 federal awards, $109.6M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/41a4a29f-ecf4-5534-5441-0b5e6e3cdc9b-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Veterans Affairs; latest award 36C24626C0053 (2026-07-30); NAICS 236220,238220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Insight Pacific, LLC","","Brea, CA","20 federal awards, $109.5M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/a79cbfab-d8e1-85ca-4b5d-e66032ffeff0-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N6247825F0152 (2025-09-23); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Porr Government Services Gmbh","","","33 federal awards, $109.1M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/c277e74e-8b1c-171c-a471-28b470bca612-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W912GB26FA068 (2026-04-20); NAICS 236220,237310,238290; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Ritz Construction Inc","","Frederick, MD","44 federal awards, $108.9M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/3e94ed3b-99b6-39e9-db14-e8356b37bd0c-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Commerce; Department of Defense; Department of Health and Human Services; latest award 47PC5126F0365 (2026-07-29); NAICS 236220,238110,238160,238170,238190,238210,238220,238320,238390,238910; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Fargo Pacific Inc.","","Tamuning, GU","27 federal awards, $108.3M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/2e7e85c4-9e5c-4c6a-dd1e-19cdcc84d7a2-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N4019226F0063 (2026-03-27); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","W.E. Bowers & Associates, LLC","","Beltsville, MD","1 federal award, $102.8M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_47PM0024C0001_4740_-NONE-_-NONE-","api","verified","2026-09-03","role=sub; agencies=General Services Administration; latest award 4300018603 (2024-02-28); NAICS 236220; prime(s): CLARK CONSTRUCTION GROUP LLC; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Modern International Inc","","Barrigada, GU","27 federal awards, $100.0M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/85abf159-385d-141c-4221-6b1254205844-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award FA524025F0139 (2025-09-24); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Perlectric, Inc","","Fairfax, VA","1 federal award, $98.5M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_47PM0024C0001_4740_-NONE-_-NONE-","api","verified","2026-09-03","role=sub; agencies=General Services Administration; latest award 4300019105 (2024-03-25); NAICS 236220; prime(s): CLARK CONSTRUCTION GROUP LLC; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Nippo Corporation","","","56 federal awards, $97.1M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/c5386a9c-b70c-501a-3b11-54f5515f51d7-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N4008426F4174 (2026-04-02); NAICS 236220,237310,238220,238320,238990; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Bundesministerium Für Umwelt, Naturschutz Und Reaktorsicherheit","","","99 federal awards, $95.4M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/1227c4a1-e85b-d7a8-d8a3-769400268087-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W564KV22C0018 (2022-06-24); NAICS 236220,237310,238110,238150,238160,238190,238210,238220,238290,238320,238330,238340,238390,238910,238990; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Rhi LLC","","CO,OK,UT,WI,WY","36 federal awards, $95.3M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/cde10db1-b18e-1505-2ee0-a2e513c5f43d-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Veterans Affairs; latest award 36C25926N0398 (2026-07-15); NAICS 236220,237310,238160,238190,238210,238220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Harper Federal Construction LLC","","San Diego, CA","19 federal awards, $94.8M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_N6247325F0391_9700_N6247324D5231_9700","api","verified","2026-09-03","role=sub; agencies=Department of Defense; latest award 125007-0016 (2026-02-13); NAICS 236220,237310; prime(s): HARPER CONSTRUCTION COMPANY, INC.; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Bristol Prime Contractors, LLC","","Anchorage, AK","28 federal awards, $94.6M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/d0d696cb-2d9a-6920-3467-f855d119b445-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Transportation; latest award W912D025FA112 (2025-09-24); NAICS 236220,237310; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Reasor Building Group LLC","","Pensacola, FL","36 federal awards, $94.2M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/7bf6c283-791c-a576-3d66-c51e73f55358-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Homeland Security; General Services Administration; latest award 70LGLY26CSSB00003 (2026-05-14); NAICS 236220,238160,238190,238220,238290,238990; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Miwok Construction LLC","","Las Vegas, NV","85 federal awards, $93.8M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/972e5be6-3131-6b5c-420a-e950b33677d2-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Transportation; General Services Administration; latest award 127EAW26P0028 (2026-08-10); NAICS 236220,237310,238160,238210,238220,238910,238990; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Serrano Construction And Development Corp.","","Barrigada, GU","31 federal awards, $92.0M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/124a474e-dd58-6cd3-4ac9-4e162a2f2ef0-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award FA524025F0147 (2025-09-26); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Hsu Development, Inc.","","Gaithersburg, MD","24 federal awards, $91.2M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/2068aad2-32f5-043e-6651-134d8b825f99-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Commerce; Department of Defense; Department of Health and Human Services; Department of State; latest award W912DR26FA099 (2026-03-26); NAICS 236220; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Richard Group LLC","","FL,IL,MA,OH,TX,WI","19 federal awards, $91.1M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/a9ff02da-1226-e308-fea0-1b7c391e8afe-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Veterans Affairs; General Services Administration; latest award 36C24426N0763 (2026-08-14); NAICS 236220,238210,238220,238910; excluded: >$50M of federal awards in window, too large for the ICP"
"wagelens","end-customer","commercial and institutional building general contractor","Fedvet Construction","","AZ,CA,GU,HI,NV","28 federal awards, $90.8M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/ca629efc-d107-0362-f7ab-1d87b8b89818-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Veterans Affairs; Department of the Interior; General Services Administration; latest award 36C26226N0745 (2026-09-01); NAICS 236220,238210,238220,238340,238910,238990; excluded: >$50M of federal awards in window, too large for the ICP"
