"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"wagelens","end-customer","commercial and institutional building general contractor","Pws International, Inc.","","Charlotte, NC","56 federal awards, $36.7M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_19AQMM24C0141_1900_-NONE-_-NONE-","api","verified","2026-09-03","role=sub; agencies=Department of Defense; Department of State; latest award ANKS-07-006902 (2026-06-23); NAICS 236220; prime(s): B.L. HARBERT INTERNATIONAL, L.L.C.; PARAGON PROFESSIONAL SERVICES LLC"
"wagelens","end-customer","other building finishing contractor","Bpd Engineering, LLC","","Green Bay, WI","54 federal awards, $10.4M total since 2024","Holds federal other building finishing contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/b67544ef-1cb0-b785-163d-7cdbdfc794c7-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Justice; latest award 15UC0C26F00002110 (2026-08-26); NAICS 238390"
"wagelens","end-customer","commercial and institutional building general contractor","Capital Brand Group LLC","","DC,MD,SC,VA","52 federal awards, $44.2M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/3415a447-f7e3-8d81-4ea1-451e226e6e16-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Homeland Security; Federal Communications Commission; latest award 70Z02726PPORT0036 (2026-04-23); NAICS 236220,238220"
"wagelens","end-customer","all other specialty trade contractor","Sapper West - Spectrum Svc Grp - JV","","Sacramento, CA","52 federal awards, $19.7M total since 2024","Holds federal all other specialty trade contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/1443bd84-c309-0667-8f66-ce68c083d330-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N6247325F0355 (2025-07-22); NAICS 238990"
"wagelens","end-customer","roofing contractor","Maloof Weathertight Solutions, LLC","","Warner Robins, GA","52 federal awards, $15.4M total since 2024","Holds federal roofing contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/b9dfee94-aafb-955c-691a-b94f76e0709f-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award FA850126F0077 (2026-10-22); NAICS 238160"
"wagelens","end-customer","highway, street and bridge construction contractor","M & F Concrete, Inc.","","Manassas, VA","50 federal awards, $15.4M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/bb43313c-ce13-da16-1942-d3c664b5229b-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W91QV125FA159 (2025-09-28); NAICS 237310"
"wagelens","end-customer","electrical contractor","Kik Technologies LLC","","Port Orange, FL","48 federal awards, $30.6M total since 2024","Holds federal electrical contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/862670e9-1f33-c4dc-16f0-14bb6aa1de09-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Transportation; latest award 693JJ326F00117N (2026-07-01); NAICS 238210"
"wagelens","end-customer","all other specialty trade contractor","Consorzio Gemmo Di Bella","","","48 federal awards, $9.0M total since 2024","Holds federal all other specialty trade contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/365835bb-d1b0-127e-f70b-2178801d07b1-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N3319126F0126 (2026-05-08); NAICS 238990"
"wagelens","end-customer","highway, street and bridge construction contractor","Yorkshire Industries LLC","","AR,CA,FL,ID,IL,KY","47 federal awards, $39.3M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/da3b6e70-29b7-1100-ed63-5181acdea8a1-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Transportation; Department of the Interior; latest award 1232SA26P0548 (2026-08-26); NAICS 237310,238150,238160,238170,238210,238220,238290,238910,238990"
"wagelens","end-customer","commercial and institutional building general contractor","B3 Construction, Inc","","AZ,CA","47 federal awards, $21.9M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/3ab7c8e8-5cd0-aef0-0abd-ae5633cc5ec6-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Homeland Security; General Services Administration; latest award 70B01C26C00000069 (2026-07-13); NAICS 236220,238190,238210,238220,238290,238320,238330,238350,238990"
"wagelens","end-customer","commercial and institutional building general contractor","Donley Construction LLC","","Aberdeen, MD","47 federal awards, $7.5M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_FA706024F0099_9700_FA706023D0013_9700","api","verified","2026-09-03","role=sub; agencies=Department of Defense; latest award K24001-001001 (2025-04-30); NAICS 236220,238220; prime(s): KOMAN CONSTRUCTION, LLC; KOMAN SUSTAINABLE SOLUTIONS LLC"
"wagelens","end-customer","highway, street and bridge construction contractor","Conquest USA Inc","","Virginia Beach, VA","46 federal awards, $34.3M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/09d1a429-117c-2816-2259-2e83033dbccf-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N4008526F0751 (2026-04-22); NAICS 237310"
"wagelens","end-customer","highway, street and bridge construction contractor","Wiregrass Construction Company, Inc.","","Dothan, AL","46 federal awards, $28.6M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/e01ce440-09f7-3999-ff26-113fdec0854c-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W9124G26FA020 (2026-05-19); NAICS 237310"
"wagelens","end-customer","electrical contractor","Barry Williams Electric Inc","","Waco, TX","46 federal awards, $12.2M total since 2024","Holds federal electrical contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/07617dbe-f87d-3405-aa5b-8830ebe3a260-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Transportation; latest award 6973GH26F00896 (2026-06-09); NAICS 238210"
"wagelens","end-customer","electrical contractor","Johnson Controls, Inc","","Milwaukee, WI","46 federal awards, $10.1M total since 2024","Holds federal electrical contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/9c282e38-d785-86bf-6733-2065159b2919-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Commerce; Department of Defense; Department of Health and Human Services; latest award 36C24726P0652 (2026-06-12); NAICS 238210,238220"
"wagelens","end-customer","commercial and institutional building general contractor","Calray Electric, Inc.","","","45 federal awards, $42.6M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_N6247321F4122_9700_N6247317D4628_9700","api","verified","2026-09-03","role=sub; agencies=Department of Defense; latest award 266-26000S (2020-12-31); NAICS 236220; prime(s): I.E.-PACIFIC, INC."
"wagelens","end-customer","highway, street and bridge construction contractor","Columbus Barricades, Inc","","Columbus, GA","45 federal awards, $29.9M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/05dc0373-5f06-8d18-8f8a-137b5c029b71-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W911SF26FA033 (2026-05-08); NAICS 237310"
"wagelens","end-customer","highway, street and bridge construction contractor","Teamgov, Inc.","","Hyattsville, MD","44 federal awards, $25.4M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/e5cfff9a-53b0-6b6a-c372-9fbb458aa9de-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W9124D26FA220 (2026-05-29); NAICS 237310,238220,238290"
"wagelens","end-customer","highway, street and bridge construction contractor","Volter Electrical Construction Corp","","El Paso, TX","44 federal awards, $14.4M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/ff453838-9772-76e6-5bc3-ccbd87a3513d-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Homeland Security; latest award W911SG25FA083 (2025-09-16); NAICS 237310,238210"
"wagelens","end-customer","commercial and institutional building general contractor","Vanguard Pacific LLC","","Foley, AL","43 federal awards, $41.7M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/c9f98fc4-261f-842c-e7ab-f28bf333f120-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Commerce; Department of Defense; Department of Health and Human Services; General Services Administration; latest award FA448426F0084 (2026-03-04); NAICS 236220,237310,238160,238210,238220,238290,238320,238990"
"wagelens","end-customer","commercial and institutional building general contractor","Donley Construction LLC","","Aberdeen, MD","43 federal awards, $26.3M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/adc9d9aa-9e83-b967-f986-fc35d9356e0c-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N4008026F0176 (2026-05-18); NAICS 236220,237310"
"wagelens","end-customer","roofing contractor","Okinawa Sobi Kogyo, K.K.","","","43 federal awards, $10.1M total since 2024","Holds federal roofing contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/88ccbfcd-fb24-a7e5-9392-fe3f0c3d46f7-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award N4008426F4313 (2026-05-21); NAICS 238160,238320,238990"
"wagelens","end-customer","plumbing, heating and air-conditioning contractor","Chappelle Mechanical Services LLC","","Lorton, VA","43 federal awards, $7.9M total since 2024","Holds federal plumbing, heating and air-conditioning contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/2feeb1fa-cd77-6cc1-e7a4-b9c7b1fa1543-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Health and Human Services; latest award 75N99026F00004 (2026-07-27); NAICS 238220"
"wagelens","end-customer","commercial and institutional building general contractor","Qcm, Inc.","","DC,MD,PA,VA","42 federal awards, $31.3M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/3c825d83-774b-500b-f529-a10c6d4ea95b-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Commerce; Department of Defense; Department of the Interior; General Services Administration; latest award HQ003426CE017 (2026-03-31); NAICS 236220,238160,238210,238220,238390,238910"
"wagelens","end-customer","commercial and institutional building general contractor","Achuti LLC","","Raleigh, NC","41 federal awards, $43.3M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/d7c2a0d5-0a1b-5981-8aa8-8c2cc068313e-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Health and Human Services; Department of Transportation; Department of the Interior; latest award 140D0426C0129 (2026-08-27); NAICS 236220,237310,238110,238120,238160,238210,238220,238320,238330,238390,238910,238990"
"wagelens","end-customer","commercial and institutional building general contractor","Cam Management And Services, LLC","","Dayton, OH","41 federal awards, $38.0M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/0c23a990-b8d4-3b78-8a5f-2097d40e0b84-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award FA860126F0074 (2026-04-17); NAICS 236220,238210,238220"
"wagelens","end-customer","commercial and institutional building general contractor","Multi Air Services Engineers, Corp","","Rio Grande, PR","41 federal awards, $34.9M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/f4beee2b-a0d0-a214-9877-86ea6e8d4e1e-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Veterans Affairs; General Services Administration; latest award 36C24826P1231 (2026-09-10); NAICS 236220,238220"
"wagelens","end-customer","commercial and institutional building general contractor","Siemens Industry Inc","","Buffalo Grove, IL","41 federal awards, $28.4M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/1213c92e-9691-1555-9558-3ca8c322e0a7-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Commerce; Department of Defense; Department of Health and Human Services; latest award 75H71026P00517 (2026-08-20); NAICS 236220,238210,238220,238290,238990"
"wagelens","end-customer","commercial and institutional building general contractor","Graybar Electric Company, Inc.","","AL,CA,CO,FL,IL,IN","41 federal awards, $5.1M total since 2024","Recorded as a subcontractor on a federal construction prime award, so it is already on a Davis-Bacon covered job and owes weekly WH-347 certified payroll.","","owner or office manager","https://www.usaspending.gov/award/CONT_AWD_19AQMM22C0145_1900_-NONE-_-NONE-","api","verified","2026-09-03","role=sub; agencies=Department of Defense; Department of State; latest award WLS-26-013645 (2026-04-17); NAICS 236220; prime(s): B.L. HARBERT INTERNATIONAL, L.L.C.; WESTON SOLUTIONS, INC."
"wagelens","end-customer","commercial and institutional building general contractor","Ark Construction Management LLC","","Mechanicsburg, PA","40 federal awards, $44.3M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/e8567b3a-dbe7-1a4c-799d-37184bf8cfda-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Commerce; Department of Defense; Department of Health and Human Services; Department of the Interior; latest award 140FC226F0014 (2026-08-31); NAICS 236220,237310,238110,238150,238160,238220,238910,238990"
"wagelens","end-customer","roofing contractor","Cypress-Sbs JV LLC","","Biloxi, MS","40 federal awards, $28.1M total since 2024","Holds federal roofing contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/0bc16739-6d77-fd9d-0bd2-a3f67b4a95a6-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W56ZTN26FA045 (2026-04-10); NAICS 238160"
"wagelens","end-customer","commercial and institutional building general contractor","Forus Contracting, Inc.","","DC,IL,MD,VA","39 federal awards, $37.9M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/c9e7c35e-f2b2-ef00-2b61-1ffa49d00581-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of the Treasury; latest award 2031ZA25C00404 (2025-09-30); NAICS 236220,238150,238160,238210,238220,238290,238990"
"wagelens","end-customer","commercial and institutional building general contractor","Reagent World, Inc.","","Irvine, CA","39 federal awards, $16.4M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/41bb0f33-f2ff-14a0-7ce1-4e3f49105ee7-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Commerce; Department of Defense; Department of Health and Human Services; latest award 140R2026C0009 (2026-08-31); NAICS 236220,238150,238160,238190,238210,238220,238290,238910,238990"
"wagelens","end-customer","highway, street and bridge construction contractor","Nwf Contractors Inc","","Fort Walton Beach, FL","38 federal awards, $14.3M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/82d0afe5-24fe-9592-c18c-63da18918abf-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award FA248826FB008 (2026-05-18); NAICS 237310,238110"
"wagelens","end-customer","highway, street and bridge construction contractor","Kaiva Services, LLC","","Ivins, UT","38 federal awards, $11.9M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/1177851f-8c48-dfc6-32e6-20cbb2ccc5ea-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Defense; Department of Health and Human Services; Department of the Interior; latest award 140D0426F0999 (2026-10-02); NAICS 237310,238210,238220,238290,238910"
"wagelens","end-customer","plumbing, heating and air-conditioning contractor","Ettm JV LLC","","Alexandria, VA","37 federal awards, $10.5M total since 2024","Holds federal plumbing, heating and air-conditioning contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/09110979-91c6-9069-e12d-eccd59863245-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; latest award 1232SA26F0518 (2026-08-25); NAICS 238220"
"wagelens","end-customer","commercial and institutional building general contractor","Ud Contracting Inc","","Leitchfield, KY","36 federal awards, $33.0M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/084cf1ed-49d1-3065-4a7a-b893fb56e189-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W9124D25FA204 (2025-09-05); NAICS 236220,238220"
"wagelens","end-customer","commercial and institutional building general contractor","Julius Kaaz Construction Co Inc","","Leavenworth, KS","36 federal awards, $29.7M total since 2024","Holds federal commercial and institutional building general contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/368a5814-404f-4ce7-1472-2b246a6e23ff-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W91QF426FA100 (2026-05-20); NAICS 236220,237310,238110,238220"
"wagelens","end-customer","highway, street and bridge construction contractor","Double A Services Inc","","Henderson, KY","36 federal awards, $25.9M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/5f11eabc-dc03-2908-f90e-25a04aaf5062-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award W9124826FA004 (2026-07-13); NAICS 237310"
"wagelens","end-customer","highway, street and bridge construction contractor","Ostrom Painting & Sandblasting, Inc","","Rock Island, IL","36 federal awards, $24.5M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/8201b11f-6f55-e4c4-2fb3-eaa2bd2deac5-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; latest award FA452826F0030 (2026-06-22); NAICS 237310,238320"
"wagelens","end-customer","highway, street and bridge construction contractor","Mrm Construction Services, Inc.","","Phoenix, AZ","36 federal awards, $13.9M total since 2024","Holds federal highway, street and bridge construction contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/a6f413f5-fdf3-0863-c753-bfa7c8c8b732-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of the Interior; latest award N6247326F0386 (2026-06-02); NAICS 237310,238210"
"wagelens","end-customer","electrical contractor","Trane U.S. Inc.","","AR,CA,CO,CT,HI,IA","36 federal awards, $10.3M total since 2024","Holds federal electrical contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/da8cef52-2b5f-0765-2207-bc73a9c07b73-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Agriculture; Department of Commerce; Department of Defense; Department of Health and Human Services; latest award 697DCK26P00088 (2026-08-20); NAICS 238210,238220"
"wagelens","end-customer","plumbing, heating and air-conditioning contractor","Caldaia Controls LLC","","Cape Coral, FL","36 federal awards, $8.3M total since 2024","Holds federal plumbing, heating and air-conditioning contractor contracts in the $50k-$10M band, the size where Davis-Bacon applies but there is no in-house compliance department.","","owner or office manager","https://www.usaspending.gov/recipient/ed6d842f-9580-0c84-402e-c65e259607d2-C/latest","api","verified","2026-09-03","role=prime; agencies=Department of Defense; Department of Veterans Affairs; latest award 36C25226P0421 (2026-09-01); NAICS 238220"
