"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01115","5","2382","76","0","2025","A","",115,735,46737343,8155778,36812,1223,63588,"",2.78,1.97,2.00,1.76,1.50,1.02,1.02,"",11,10.6,63,9.4,5970107,14.6,957823,13.3,-2727,-6.9,56,4.8,2930,4.8
"01117","5","2382","76","0","2025","A","",201,1980,148906639,21409821,72337,1446,75209,"",1.34,1.40,1.39,1.14,0.61,0.99,0.99,"",11,5.8,-9,-0.5,4039822,2.8,-301874,-1.4,-26731,-27.0,46,3.3,2384,3.3
"01119","5","2382","76","0","2025","A","N",6,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,"N",4,200.0,0,0,0,0,0,0,0,0,0,0,0,0
"01121","5","2382","76","0","2025","A","",45,302,19721618,3823493,18942,1254,65195,"",1.41,0.57,0.56,0.58,0.53,0.99,0.99,"",0,0.0,-13,-4.1,845174,4.5,-76076,-2.0,772,4.2,103,8.9,5317,8.9
"01123","5","2382","76","0","2025","A","",27,114,4925104,1227345,6790,833,43298,"",1.28,0.53,0.43,0.44,0.34,0.82,0.82,"",1,3.8,7,6.5,594330,13.7,102099,9.1,-1073,-13.6,56,7.2,2918,7.2
"01125","5","2382","76","0","2025","A","",128,1404,87937541,15220915,50945,1204,62619,"",1.18,0.85,0.80,0.84,0.49,0.93,0.93,"",0,0.0,78,5.9,9674825,12.4,1144661,8.1,-11212,-18.0,69,6.1,3612,6.1
"01127","5","2382","76","0","2025","A","",37,131,6927253,1472642,6484,1014,52712,"",1.21,0.42,0.40,0.36,0.25,0.96,0.96,"",-3,-7.5,-25,-16.0,-687197,-9.0,-215392,-12.8,-7694,-54.3,74,7.9,3823,7.8
"01129","5","2382","76","0","2025","A","",9,35,1836754,442331,7011,1009,52479,"",1.41,0.39,0.20,0.43,0.92,0.52,0.52,"",1,12.5,5,16.7,208545,12.8,521,0.1,-4387,-38.5,-32,-3.1,-1644,-3.0
"01131","5","2382","76","0","2025","A","",5,25,1503756,260827,522,1176,61170,"",0.74,0.56,0.51,0.55,0.21,0.94,0.94,"",1,25.0,3,13.6,267565,21.6,25814,11.0,-455,-46.6,70,6.3,3673,6.4
"01133","5","2382","76","0","2025","A","",11,64,4015048,639652,1360,1214,63146,"",0.99,0.47,0.51,0.38,0.12,1.09,1.09,"",0,0.0,2,3.2,623721,18.4,-2689,-0.4,-178,-11.6,161,15.3,8374,15.3
"01999","5","2382","76","0","2025","A","",394,2106,187566626,26645085,197296,1712,89042,"",1.10,1.55,1.37,1.18,1.05,0.88,0.88,"",-36,-8.4,223,11.8,33365190,21.6,1753752,7.0,-45668,-18.8,137,8.7,7158,8.7
"02000","5","2382","56","0","2025","A","",524,4079,398449942,236073851,3549067,1878,97677,"",1.06,0.73,0.87,0.87,0.59,1.19,1.19,"",6,1.2,140,3.6,44594556,12.6,24892498,11.8,296648,9.1,151,8.7,7853,8.7
"02016","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","2382","76","0","2025","A","",184,1912,194060087,110369091,1656496,1952,101491,"",1.07,0.77,0.92,0.92,0.62,1.20,1.19,"",-2,-1.1,27,1.4,21076650,12.2,8190850,8.0,63876,4.0,187,10.6,9731,10.6
"02063","5","2382","76","0","2025","A","N",6,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0
"02068","5","2382","76","0","2025","A","N",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02070","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02090","5","2382","76","0","2025","A","",66,725,76804615,41646262,626830,2037,105950,"",1.37,1.17,1.58,1.61,1.09,1.35,1.35,"",0,0.0,11,1.5,2942637,4.0,1761649,4.4,23653,3.9,48,2.4,2526,2.4
"02100","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","5","2382","76","0","2025","A","",34,182,14711266,10030499,150458,1551,80647,"",1.49,0.61,0.63,0.85,0.58,1.03,1.03,"",0,0.0,-3,-1.6,701098,5.0,735304,7.9,9481,6.7,92,6.3,4780,6.3
"02122","5","2382","76","0","2025","A","",58,210,16903830,11350363,175117,1548,80494,"",1.23,0.58,0.65,0.75,0.52,1.12,1.12,"",-2,-3.3,-12,-5.4,-1642354,-8.9,-215112,-1.9,-6725,-3.7,-57,-3.6,-2953,-3.5
"02130","5","2382","76","0","2025","A","",10,69,6334905,3811442,57172,1755,91259,"",0.81,0.57,0.73,0.73,0.50,1.27,1.27,"",0,0.0,1,1.5,783623,14.1,445698,13.2,6551,12.9,189,12.1,9822,12.1
"02150","5","2382","76","0","2025","A","",7,32,2996018,1770764,26561,1796,93382,"",0.75,0.34,0.46,0.39,0.24,1.37,1.37,"",0,0.0,-3,-8.6,-63780,-2.1,12815,0.7,-166,-0.6,135,8.1,6988,8.1
"02170","5","2382","76","0","2025","A","",107,725,62247347,38865946,582988,1650,85809,"",1.89,1.45,1.87,1.59,1.09,1.29,1.29,"",3,2.9,79,12.2,11487340,22.6,5788166,17.5,81759,16.3,139,9.2,7243,9.2
"02180","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02185","5","2382","76","0","2025","A","",6,72,12126039,10285494,154282,3243,168612,"",1.35,0.34,0.38,0.53,0.37,1.13,1.13,"",1,20.0,38,111.8,8434626,228.5,7739720,304.0,113675,279.9,1170,56.4,60834,56.4
"02188","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02195","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02198","5","2382","76","0","2025","A","",6,15,952332,756454,11349,1242,64565,"",1.28,0.42,0.43,0.62,0.43,1.03,1.03,"",1,20.0,1,7.1,302641,46.6,129763,20.7,1867,19.7,317,34.3,16440,34.2
"02220","5","2382","76","0","2025","A","",6,41,3767506,2076461,31146,1782,92644,"",0.74,0.55,0.70,0.65,0.45,1.29,1.29,"",0,0.0,4,10.8,827481,28.1,291573,16.3,4247,15.8,261,17.2,13540,17.1
"02230","5","2382","76","0","2025","A","N",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02240","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02275","5","2382","76","0","2025","A","N",4,0,0,0,0,0,0,"N",2.07,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"02290","5","2382","76","0","2025","A","N",1,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","5","2382","76","0","2025","A","",13,13,1162362,818474,12277,1709,88843,"",0.32,0.25,0.21,0.25,0.17,0.84,0.84,"",2,18.2,2,18.2,94381,8.8,114641,16.3,1180,10.6,-158,-8.5,-8246,-8.5
"04000","3","2382","56","0","2025","A","N",5,0,0,0,0,0,0,"N",5.36,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","5","2382","56","0","2025","A","",5524,72807,6120752621,877363626,12494858,1617,84068,"",1.25,1.35,1.43,1.26,1.15,1.06,1.06,"",173,3.2,-803,-1.1,138838511,2.3,-15451320,-1.7,-665448,-5.1,54,3.5,2803,3.4
"04001","5","2382","76","0","2025","A","N",9,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04003","5","2382","76","0","2025","A","",65,493,29339726,5618117,74238,1144,59472,"",1.29,0.85,0.76,0.96,0.87,0.90,0.90,"",-1,-1.5,-20,-3.9,-1363356,-4.4,-13342,-0.2,-28311,-27.6,-6,-0.5,-349,-0.6
"04005","5","2382","76","0","2025","A","",99,804,49326989,8912292,108533,1180,61339,"",1.22,0.73,0.72,0.70,0.63,0.99,0.99,"",-1,-1.0,-19,-2.3,1588319,3.3,-554151,-5.9,21341,24.5,64,5.7,3322,5.7
"04007","5","2382","76","0","2025","A","",34,123,7171267,1269355,9169,1123,58382,"",1.55,0.48,0.43,0.44,0.26,0.90,0.90,"",-1,-2.9,3,2.5,692244,10.7,16229,1.3,1306,16.6,84,8.1,4353,8.1
"04009","3","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",772.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04009","5","2382","76","0","2025","A","",16,102,6292612,1221397,15590,1186,61692,"",1.30,0.55,0.54,0.47,0.41,0.97,0.97,"",-1,-5.9,17,20.0,1207806,23.8,4930,0.4,2789,21.8,36,3.1,1871,3.1
"04011","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.98,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04012","5","2382","76","0","2025","A","N",8,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04013","3","2382","76","0","2025","A","N",3,0,0,0,0,0,0,"N",5.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04013","5","2382","76","0","2025","A","",3493,57878,5114470116,708068014,10161035,1699,88366,"",1.26,1.51,1.61,1.40,1.36,1.06,1.06,"",70,2.0,-1034,-1.8,86375622,1.7,-16816801,-2.3,-359263,-3.4,58,3.5,3016,3.5
"04015","5","2382","76","0","2025","A","",222,1360,80646422,15825831,249764,1140,59281,"",2.22,1.45,1.48,1.33,1.43,1.02,1.02,"",16,7.8,-35,-2.5,-1895799,-2.3,-662950,-4.0,-34823,-12.2,2,0.2,104,0.2
"04017","5","2382","76","0","2025","A","",63,335,17866855,3657060,28659,1025,53281,"",1.62,0.72,0.68,0.80,0.40,0.94,0.94,"",3,5.0,30,9.8,1848675,11.5,226082,6.6,-6468,-18.4,15,1.5,748,1.4
"04019","5","2382","76","0","2025","A","",630,6354,420920861,69482811,740480,1274,66246,"",1.37,0.98,0.93,0.96,0.78,0.95,0.95,"",17,2.8,49,0.8,22218499,5.6,-374692,-0.5,-179438,-19.5,58,4.8,3006,4.8
"04021","5","2382","76","0","2025","A","",187,1164,82741761,14139367,264843,1367,71099,"",1.77,0.87,0.93,0.94,1.09,1.07,1.07,"",29,18.4,103,9.7,8231163,11.0,1380446,10.8,-1115,-0.4,16,1.2,845,1.2
"04023","5","2382","76","0","2025","A","N",17,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,"N",1,6.2,0,0,0,0,0,0,0,0,0,0,0,0
"04025","5","2382","76","0","2025","A","",236,1527,95753502,16776325,196564,1206,62714,"",1.63,1.28,1.30,1.11,0.89,1.02,1.02,"",5,2.2,48,3.2,8522804,9.8,600230,3.7,-31689,-13.9,72,6.3,3744,6.3
"04027","3","2382","76","0","2025","A","N",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04027","5","2382","76","0","2025","A","",134,1149,66230208,12401692,234293,1109,57654,"",1.73,0.97,0.90,0.83,0.34,0.93,0.93,"",-2,-1.5,1,0.1,3748177,6.0,-169924,-1.4,-39352,-14.4,62,5.9,3223,5.9
"04999","5","2382","76","0","2025","A","",308,1318,137488959,16691855,362916,2006,104316,"",0.61,0.97,0.88,0.73,0.72,0.91,0.91,"N",37,13.7,0,0,0,0,0,0,0,0,0,0,0,0
"05000","3","2382","56","0","2025","A","",1,2,82931,0,0,766,39807,"",2.20,0.56,0.42,0.00,0.00,0.72,0.72,"",0,0.0,0,0.0,2484,3.1,0,0.0,0,0.0,126,19.7,6519,19.6
"05000","5","2382","56","0","2025","A","",2750,23664,1569044799,234525146,2685748,1275,66305,"",1.28,1.09,1.08,1.00,0.95,1.00,1.00,"",151,5.8,-431,-1.8,15328136,1.0,-3502041,-1.5,-697536,-20.6,35,2.8,1823,2.8
