"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01063","5","238","75","0","2024","A","N",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","5","238","75","0","2024","A","",18,163,9978589,1853900,14564,1177,61187,"",1.11,1.88,2.35,2.08,2.01,1.25,1.25,"",2,12.5,6,3.8,1483871,17.5,117123,6.7,-2929,-16.7,135,13.0,6994,12.9
"01067","5","238","75","0","2024","A","",16,114,5743539,1104731,3711,965,50198,"",0.78,0.88,0.78,0.76,0.40,0.89,0.89,"",-1,-5.9,7,6.5,290698,5.3,65240,6.3,-3368,-47.6,-12,-1.2,-605,-1.2
"01069","5","238","75","0","2024","A","",153,1265,69568320,14123918,65038,1057,54977,"",0.84,0.75,0.77,0.69,0.47,1.03,1.03,"",4,2.7,51,4.2,4292010,6.6,644149,4.8,-16088,-19.8,23,2.2,1218,2.3
"01071","5","238","75","0","2024","A","",79,644,34611810,7303816,40723,1033,53724,"",1.36,1.25,1.37,1.14,0.73,1.09,1.09,"",0,0.0,65,11.2,6280159,22.2,741174,11.3,-5444,-11.8,92,9.8,4806,9.8
"01073","5","238","75","0","2024","A","",946,11600,871300779,132777921,1022888,1444,75109,"",0.85,0.95,1.00,0.90,0.92,1.05,1.05,"",15,1.6,110,1.0,54487094,6.7,1802609,1.4,-401610,-28.2,77,5.6,4017,5.7
"01075","5","238","75","0","2024","A","",12,60,2993269,717803,6215,959,49888,"",0.82,0.53,0.52,0.54,0.54,0.99,0.99,"",0,0.0,7,13.2,447260,17.6,176962,32.7,987,18.9,32,3.5,1699,3.5
"01077","5","238","75","0","2024","A","",126,1294,76048900,13667106,126037,1130,58782,"",1.01,1.26,1.59,1.14,1.21,1.26,1.26,"",11,9.6,85,7.0,7817114,11.5,646967,5.0,-33847,-21.2,45,4.1,2365,4.2
"01079","5","238","75","0","2024","A","",37,245,13649738,2567908,19523,1071,55694,"",1.33,1.22,1.32,1.09,0.57,1.08,1.08,"",4,12.1,33,15.6,2023300,17.4,148632,6.1,1069,5.8,18,1.7,938,1.7
"01081","5","238","75","0","2024","A","",205,1730,95936210,18644299,88447,1067,55470,"",0.96,0.78,0.81,0.76,0.40,1.04,1.04,"",6,3.0,12,0.7,8898818,10.2,284245,1.5,-6909,-7.2,93,9.5,4805,9.5
"01083","5","238","75","0","2024","A","",154,1539,97063173,17710155,78269,1213,63055,"",1.54,1.36,1.37,1.19,0.57,1.01,1.01,"",10,6.9,188,13.9,19981353,25.9,3491875,24.6,9019,13.0,116,10.6,6010,10.5
"01085","5","238","75","0","2024","A","",10,82,3982517,997943,3015,938,48766,"",0.99,0.92,0.67,0.89,0.21,0.73,0.73,"",-1,-9.1,23,39.0,1261110,46.3,259102,35.1,-260,-7.9,55,6.2,2835,6.2
"01087","5","238","75","0","2024","A","N",4,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","238","75","0","2024","A","",544,4764,328068019,53034307,364913,1324,68865,"",0.81,0.62,0.56,0.60,0.57,0.90,0.90,"",23,4.4,220,4.8,37911397,13.1,2103620,4.1,-2650,-0.7,96,7.8,5016,7.9
"01091","5","238","75","0","2024","A","",17,136,9274731,1494401,8124,1316,68406,"",0.61,0.56,0.72,0.53,0.45,1.29,1.29,"",-1,-5.6,-1,-0.7,1156490,14.2,114654,8.3,-1746,-17.7,180,15.8,9328,15.8
"01093","5","238","75","0","2024","A","",13,78,3479700,859928,6102,856,44516,"",0.37,0.23,0.21,0.22,0.21,0.93,0.93,"",1,8.3,-9,-10.3,236359,7.3,118203,15.9,-1250,-17.0,141,19.7,7343,19.8
"01095","5","238","75","0","2024","A","",130,680,36395270,7357360,57235,1030,53549,"",1.03,0.50,0.56,0.43,0.54,1.12,1.12,"",10,8.3,-13,-1.9,1960064,5.7,126819,1.8,-9253,-13.9,74,7.7,3859,7.8
"01097","5","238","75","0","2024","A","",639,8212,589431056,99871104,565002,1380,71774,"",1.07,1.41,1.65,1.40,0.90,1.17,1.17,"",27,4.4,701,9.3,83491090,16.5,7147667,7.7,-327811,-36.7,85,6.6,4410,6.5
"01099","5","238","75","0","2024","A","",12,43,2042538,499535,1576,915,47593,"",0.50,0.22,0.19,0.21,0.08,0.90,0.90,"",2,20.0,5,13.2,370259,22.1,86664,21.0,-208,-11.7,61,7.1,3196,7.2
"01101","5","238","75","0","2024","A","",239,3119,212119017,34032059,148510,1308,68003,"",0.67,0.71,0.78,0.73,0.37,1.11,1.11,"",-1,-0.4,148,5.0,20207676,10.5,1356870,4.2,-8746,-5.6,66,5.3,3408,5.3
"01103","5","238","75","0","2024","A","",235,2250,157348706,27101314,156861,1345,69925,"",1.43,1.29,1.51,1.17,1.02,1.17,1.17,"",15,6.8,207,10.1,24821804,18.7,3219010,13.5,-22947,-12.8,98,7.9,5062,7.8
"01105","5","238","75","0","2024","A","N",5,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01107","5","238","75","0","2024","A","",18,114,6638435,1245685,5185,1115,57978,"",0.93,0.92,1.06,0.94,0.49,1.15,1.15,"",0,0.0,11,10.7,1511660,29.5,179664,16.9,40,0.8,156,16.3,8123,16.3
"01109","5","238","75","0","2024","A","",20,125,6088909,1321664,11211,940,48874,"",0.51,0.24,0.23,0.22,0.23,0.95,0.95,"",0,0.0,15,13.6,645778,11.9,196569,17.5,3443,44.3,-14,-1.5,-759,-1.5
"01111","5","238","75","0","2024","A","",22,131,7267479,1468835,9574,1066,55406,"",0.96,0.81,1.04,0.80,0.57,1.29,1.29,"",-2,-8.3,1,0.8,1029455,16.5,-11054,-0.7,-3247,-25.3,146,15.9,7544,15.8
"01113","5","238","75","0","2024","A","",84,554,31791795,6721515,53476,1103,57360,"",1.43,1.19,1.44,1.20,1.19,1.21,1.21,"",7,9.1,1,0.2,1762003,5.9,-285667,-4.1,-13388,-20.0,58,5.6,3024,5.6
"01115","5","238","75","0","2024","A","",186,1116,70133517,12080258,65451,1209,62848,"",1.96,1.53,1.87,1.31,0.83,1.23,1.23,"",12,6.9,72,6.9,8775599,14.3,837103,7.4,-6842,-9.5,78,6.9,4057,6.9
"01117","5","238","75","0","2024","A","",394,3462,249830267,37491110,175507,1388,72164,"",1.11,1.22,1.33,0.99,0.62,1.09,1.09,"",11,2.9,265,8.3,27596825,12.4,2451459,7.0,-16587,-8.6,51,3.8,2645,3.8
"01119","5","238","75","0","2024","A","",5,9,271409,92771,2305,608,31620,"",0.35,0.10,0.06,0.10,0.27,0.67,0.67,"",0,0.0,4,80.0,52891,24.2,46872,102.1,1265,121.6,-205,-25.2,-10674,-25.2
"01121","5","238","75","0","2024","A","",78,584,34080162,7149085,53234,1123,58406,"",1.01,0.55,0.56,0.54,0.63,1.01,1.01,"",1,1.3,29,5.2,4330939,14.6,521796,7.9,-14810,-21.8,91,8.8,4764,8.9
"01123","5","238","75","0","2024","A","",55,344,16736205,3662283,26229,937,48699,"",1.07,0.79,0.82,0.66,0.53,1.04,1.04,"",2,3.8,10,3.0,561207,3.5,93571,2.6,-13169,-33.4,5,0.5,235,0.5
"01125","5","238","75","0","2024","A","",302,3044,185606889,34347219,151909,1172,60966,"",1.14,0.92,0.95,0.92,0.56,1.03,1.03,"",4,1.3,131,4.5,11645190,6.7,737339,2.2,-61848,-28.9,24,2.1,1255,2.1
"01127","5","238","75","0","2024","A","",66,276,14266053,3079942,24694,995,51735,"",0.88,0.44,0.47,0.40,0.39,1.07,1.07,"",-3,-4.3,-3,-1.1,634505,4.7,212719,7.4,1229,5.2,54,5.7,2803,5.7
"01129","5","238","75","0","2024","A","",19,67,3091389,847172,13486,891,46313,"",1.22,0.39,0.21,0.42,0.69,0.54,0.54,"",0,0.0,-24,-26.4,-2742983,-47.0,-729146,-46.3,-1966,-12.7,-348,-28.1,-18096,-28.1
"01131","5","238","75","0","2024","A","",8,68,4089538,797395,2865,1152,59920,"",0.51,0.76,0.82,0.85,0.45,1.07,1.07,"",0,0.0,6,9.7,589534,16.8,132730,20.0,-2770,-49.2,71,6.6,3695,6.6
"01133","5","238","75","0","2024","A","",24,141,7870582,1451009,8682,1071,55688,"",0.91,0.53,0.57,0.44,0.32,1.08,1.08,"",1,4.3,16,12.8,1092696,16.1,102793,7.6,928,12.0,24,2.3,1247,2.3
"01999","5","238","75","0","2024","A","",786,3319,252874344,46236887,437644,1465,76180,"",0.78,1.20,1.03,0.98,0.81,0.86,0.86,"",9,1.2,139,4.4,30927416,13.9,648724,1.4,-207651,-32.2,123,9.2,6374,9.1
"02000","3","238","55","0","2024","A","",1,0,36000,36000,597,2077,108000,"",6.16,0.00,0.28,9.44,5.64,1.84,1.84,"",0,0.0,0,0.0,9969,38.3,9969,38.3,-20,-3.2,-927,-30.9,-48186,-30.9
"02000","5","238","55","0","2024","A","",1452,7654,637253786,406567092,6359457,1601,83258,"",1.19,0.70,0.81,0.80,0.52,1.16,1.16,"",-7,-0.5,200,2.7,57615844,9.9,26401849,6.9,-1051910,-14.2,106,7.1,5495,7.1
"02016","5","238","75","0","2024","A","N",2,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","238","75","0","2024","A","",541,3685,313449268,195968725,3059863,1636,85065,"",1.26,0.75,0.86,0.87,0.56,1.14,1.14,"",3,0.6,137,3.9,37262229,13.5,18660954,10.5,-271737,-8.2,139,9.3,7222,9.3
"02050","5","238","75","0","2024","A","N",1,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"02060","5","238","75","0","2024","A","N",3,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02063","5","238","75","0","2024","A","N",10,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02066","5","238","75","0","2024","A","",5,10,385089,373282,6103,773,40183,"",0.71,0.27,0.18,0.25,0.17,0.71,0.71,"",-1,-16.7,2,25.0,21136,5.8,24579,7.0,-2033,-25.0,-75,-8.8,-3933,-8.9
"02068","5","238","75","0","2024","A","N",3,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"02070","5","238","75","0","2024","A","N",1,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,"N",-2,-66.7,0,0,0,0,0,0,0,0,0,0,0,0
"02090","5","238","75","0","2024","A","",178,1148,107718779,64811695,1002138,1804,93804,"",1.49,0.93,1.26,1.30,0.83,1.35,1.35,"",-3,-1.7,82,7.7,12127430,12.7,6103098,10.4,-172443,-14.7,80,4.6,4166,4.6
"02100","5","238","75","0","2024","A","N",8,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02105","5","238","75","0","2024","A","N",4,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","5","238","75","0","2024","A","",61,277,19651511,14023109,218882,1365,70987,"",1.07,0.47,0.49,0.64,0.41,1.04,1.04,"",-2,-3.2,-2,-0.7,856129,4.6,945871,7.2,-31142,-12.5,70,5.4,3640,5.4
"02122","5","238","75","0","2024","A","",170,563,39218039,27337364,439293,1339,69638,"",1.47,0.79,0.88,0.97,0.65,1.12,1.12,"",0,0.0,-49,-8.0,-1545858,-3.8,-2805422,-9.3,-188651,-30.0,57,4.4,2976,4.5
"02130","5","238","75","0","2024","A","",28,104,7261241,4902441,74594,1345,69932,"",0.92,0.43,0.48,0.49,0.30,1.12,1.12,"",0,0.0,-2,-1.9,558012,8.3,24452,0.5,-10554,-12.4,128,10.5,6644,10.5
"02150","5","238","75","0","2024","A","",21,68,5018455,3367870,54847,1430,74347,"",0.91,0.37,0.45,0.40,0.27,1.23,1.23,"",-3,-12.5,-4,-5.6,250383,5.3,-6355,-0.2,-15059,-21.5,148,11.5,7661,11.5
"02164","3","238","75","0","2024","A","",1,0,36000,36000,597,2077,108000,"",1392.63,0.00,147.75,3430.09,1922.21,2.58,2.58,"",0,0.0,0,0.0,9969,38.3,9969,38.3,-20,-3.2,-927,-30.9,-48186,-30.9
"02164","5","238","75","0","2024","A","N",1,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02170","5","238","75","0","2024","A","",328,1442,110663493,74211911,1161387,1476,76761,"",2.38,1.47,1.94,1.62,1.05,1.32,1.32,"",8,2.5,72,5.3,13874286,14.3,7082958,10.6,-145715,-11.1,117,8.6,6099,8.6
"02180","5","238","75","0","2024","A","N",3,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02185","5","238","75","0","2024","A","N",8,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02188","5","238","75","0","2024","A","",4,59,9227173,5209020,85763,3029,157505,"",0.55,0.59,1.04,0.90,0.59,1.77,1.76,"",-1,-20.0,-5,-7.8,-1723018,-15.7,-684133,-11.6,-53169,-38.3,-270,-8.2,-14038,-8.2
"02195","5","238","75","0","2024","A","N",4,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02198","5","238","75","0","2024","A","N",10,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,"N",-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0
"02220","5","238","75","0","2024","A","N",18,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,"N",-1,-5.3,0,0,0,0,0,0,0,0,0,0,0,0
"02230","5","238","75","0","2024","A","N",1,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02240","5","238","75","0","2024","A","",10,44,4438072,2858222,45192,1922,99919,"",0.80,0.42,0.47,0.52,0.34,1.11,1.11,"",2,25.0,5,12.8,1378509,45.1,824866,40.6,-282,-0.6,413,27.4,21469,27.4
"02275","5","238","75","0","2024","A","",7,19,954868,802039,12523,950,49390,"",1.38,0.73,0.65,1.15,0.74,0.87,0.87,"",0,0.0,1,5.6,31397,3.4,54472,7.3,-3190,-20.3,-37,-3.7,-1914,-3.7
"02282","5","238","75","0","2024","A","N",1,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02290","5","238","75","0","2024","A","N",3,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","5","238","75","0","2024","A","N",19,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,"N",-6,-24.0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","3","238","55","0","2024","A","N",7,0,0,0,0,0,0,"N",4.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","5","238","55","0","2024","A","",12169,150633,11114178747,1802005611,24318893,1419,73783,"",1.11,1.41,1.48,1.30,0.91,1.05,1.05,"",527,4.5,7079,4.9,1053146614,10.5,18774838,1.1,1702130,7.5,71,5.3,3697,5.3
"04001","5","238","75","0","2024","A","N",28,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04003","5","238","75","0","2024","A","",145,1134,63541794,12747354,201407,1078,56058,"",1.14,0.98,0.92,1.09,1.13,0.94,0.94,"",1,0.7,45,4.1,7138663,12.7,16877,0.1,-12964,-6.0,82,8.2,4249,8.2
"04005","3","238","75","0","2024","A","N",1,0,0,0,0,0,0,"N",37.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04005","5","238","75","0","2024","A","",250,2016,112055768,23744591,284419,1069,55597,"",1.24,0.92,0.94,0.94,0.72,1.02,1.02,"",12,5.0,152,8.2,12161078,12.2,1206112,5.4,-85733,-23.2,39,3.8,2015,3.8
"04007","5","238","75","0","2024","A","",93,490,26660062,5558074,30026,1047,54455,"",1.67,0.92,0.89,0.92,0.36,0.97,0.96,"",-3,-3.1,-4,-0.8,1208956,4.8,25126,0.5,-6631,-18.1,56,5.7,2926,5.7
"04009","3","238","75","0","2024","A","N",2,0,0,0,0,0,0,"N",495.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04009","5","238","75","0","2024","A","",44,195,10661217,2471084,26180,1050,54580,"",1.44,0.55,0.52,0.71,0.54,0.96,0.96,"",-2,-4.3,-65,-25.0,-1993753,-15.8,-600138,-19.5,-5936,-18.5,113,12.1,5876,12.1
"04011","5","238","75","0","2024","A","",6,97,7102260,1177527,76671,1414,73535,"",1.12,0.50,0.42,0.46,2.16,0.84,0.84,"",1,20.0,44,83.0,2596541,57.6,-97813,-7.7,11875,18.3,-216,-13.3,-11212,-13.2
"04012","5","238","75","0","2024","A","",16,45,4275133,639834,8953,1841,95712,"",0.82,0.21,0.39,0.24,0.18,1.86,1.86,"",2,14.3,-6,-11.8,-579857,-11.9,9253,1.5,-6975,-43.8,-5,-0.3,-268,-0.3
"04013","3","238","75","0","2024","A","N",4,0,0,0,0,0,0,"N",4.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04013","5","238","75","0","2024","A","",7655,115725,9027386742,1395130201,18119436,1500,78007,"",1.10,1.53,1.62,1.38,0.98,1.06,1.06,"",284,3.9,5678,5.2,882065633,10.8,25140633,1.8,1787721,10.9,77,5.4,3990,5.4
"04015","5","238","75","0","2024","A","",523,3248,181014918,38330726,554172,1072,55725,"",2.12,1.73,1.89,1.61,1.36,1.09,1.09,"",41,8.5,160,5.2,18349004,11.3,1820216,5.0,65960,13.5,59,5.8,3040,5.8
"04017","5","238","75","0","2024","A","",147,932,49399458,11081270,219602,1019,52989,"",1.53,0.98,1.03,1.20,1.25,1.06,1.05,"",5,3.5,50,5.7,5012086,11.3,-394705,-3.4,42481,24.0,51,5.3,2673,5.3
